gene	go
TBB2B	GO:0000226
TBB2B	GO:0007017
TBB2B	GO:0000278
TBB2B	GO:0050804
TBB2B	GO:0001764
TBB2B	GO:1902669
TBA3E	GO:0005737
TBA3E	GO:0005874
TBA3E	GO:0015630
TBA3E	GO:0005634
TBA3E	GO:0005525
TBA3E	GO:0003924
TBA3E	GO:0005200
TBA3E	GO:0000226
TBA3E	GO:0000278
DNLI1	GO:0005737
DNLI1	GO:0043231
DNLI1	GO:0005739
DNLI1	GO:0005654
DNLI1	GO:0005634
DNLI1	GO:0005524
DNLI1	GO:0003677
DNLI1	GO:0003910
DNLI1	GO:0003909
DNLI1	GO:0046872
DNLI1	GO:0009653
DNLI1	GO:0006284
DNLI1	GO:0006287
DNLI1	GO:0051301
DNLI1	GO:0071897
DNLI1	GO:0006266
DNLI1	GO:0006310
DNLI1	GO:0006281
DNLI1	GO:0006273
DNLI1	GO:0006298
DNLI1	GO:1903461
CAC1S	GO:0005737
CAC1S	GO:0031674
CAC1S	GO:1990454
CAC1S	GO:0005886
CAC1S	GO:0030315
CAC1S	GO:0005891
CAC1S	GO:0005516
CAC1S	GO:0008331
CAC1S	GO:0046872
CAC1S	GO:0005245
CAC1S	GO:0070509
CAC1S	GO:0006816
CAC1S	GO:0071313
CAC1S	GO:0006936
CAC1S	GO:0034765
GABR2	GO:0005737
GABR2	GO:1902712
GABR2	GO:0038039
GABR2	GO:1902710
GABR2	GO:0005887
GABR2	GO:0043005
GABR2	GO:0005886
GABR2	GO:0045211
GABR2	GO:0004965
GABR2	GO:0046982
GABR2	GO:0004888
GABR2	GO:0007193
GABR2	GO:0007268
GABR2	GO:0007186
GABR2	GO:0007214
GABR2	GO:0007194
GABR2	GO:0150099
PF2R	GO:0005737
PF2R	GO:0005576
PF2R	GO:0005887
PF2R	GO:0005886
PF2R	GO:0004958
PF2R	GO:0007189
PF2R	GO:0035584
PF2R	GO:0071799
PF2R	GO:0007186
PF2R	GO:0006954
PF2R	GO:0043066
PF2R	GO:0007567
PF2R	GO:0008284
PF2R	GO:0007204
PF2R	GO:0010628
PF2R	GO:0032355
PF2R	GO:0032496
COLI	GO:0005737
COLI	GO:0005576
COLI	GO:0005615
COLI	GO:0005782
COLI	GO:0030141
COLI	GO:0034774
COLI	GO:0001664
COLI	GO:0005179
COLI	GO:0005102
COLI	GO:0070996
COLI	GO:0031781
COLI	GO:0031782
COLI	GO:0061844
COLI	GO:0019722
COLI	GO:0007267
COLI	GO:0033059
COLI	GO:0006091
COLI	GO:0042593
COLI	GO:0031640
COLI	GO:0035821
COLI	GO:0032720
COLI	GO:0007218
COLI	GO:0043950
COLI	GO:0070965
COLI	GO:0140668
COLI	GO:0045944
COLI	GO:0032098
COLI	GO:0008217
COLI	GO:2000852
COLI	GO:0070873
COLI	GO:1990680
COLI	GO:0007165
ANFB	GO:0005737
ANFB	GO:0005576
ANFB	GO:0005615
ANFB	GO:0005634
ANFB	GO:0032991
ANFB	GO:0008613
ANFB	GO:0005179
ANFB	GO:0051427
ANFB	GO:0005102
ANFB	GO:0061844
ANFB	GO:0097746
ANFB	GO:0007589
ANFB	GO:0003161
ANFB	GO:0007166
ANFB	GO:0006182
ANFB	GO:0019934
ANFB	GO:0031640
ANFB	GO:0016525
ANFB	GO:0030308
ANFB	GO:0003085
ANFB	GO:0007218
ANFB	GO:0035815
ANFB	GO:0035810
ANFB	GO:0006457
ANFB	GO:0007168
ANFB	GO:0008217
ANFB	GO:0043114
ANFB	GO:0042311
TNF11	GO:0005737
TNF11	GO:0005576
TNF11	GO:0005615
TNF11	GO:0005887
TNF11	GO:0005886
TNF11	GO:0005125
TNF11	GO:0042802
TNF11	GO:0005164
TNF11	GO:0032813
TNF11	GO:0045453
TNF11	GO:0055074
TNF11	GO:0019722
TNF11	GO:1990830
TNF11	GO:0019221
TNF11	GO:0070371
TNF11	GO:0006955
TNF11	GO:0060749
TNF11	GO:0033598
TNF11	GO:0002548
TNF11	GO:0001503
TNF11	GO:0036035
TNF11	GO:0030316
TNF11	GO:0002158
TNF11	GO:0038001
TNF11	GO:0045780
TNF11	GO:0051466
TNF11	GO:0051091
TNF11	GO:0071848
TNF11	GO:0071812
TNF11	GO:0010628
TNF11	GO:0034112
TNF11	GO:0043123
TNF11	GO:1902533
TNF11	GO:0046330
TNF11	GO:0043406
TNF11	GO:0051092
TNF11	GO:2001206
TNF11	GO:0045672
TNF11	GO:0051897
TNF11	GO:0050870
TNF11	GO:0045944
TNF11	GO:1904616
TNF11	GO:0071847
TNF11	GO:0044691
TNF11	GO:0033209
TBB6	GO:0005737
TBB6	GO:0070062
TBB6	GO:0005874
TBB6	GO:0005634
TBB6	GO:0005525
TBB6	GO:0003924
TBB6	GO:0005200
TBB6	GO:0000226
TBB6	GO:0000278
TBB1	GO:0005737
TBB1	GO:0070062
TBB1	GO:0005874
TBB1	GO:0005525
TBB1	GO:0003924
TBB1	GO:0005200
TBB1	GO:0000226
TBB1	GO:0000278
TBB1	GO:0051225
TBB2A	GO:0005737
TBB2A	GO:0070062
TBB2A	GO:1903561
TBB2A	GO:0005874
TBB2A	GO:0005634
TBB2A	GO:0005525
TBB2A	GO:0003924
TBB2A	GO:0005200
TBB2A	GO:0000226
TBB2A	GO:0000278
TBB2A	GO:0001764
ADA2C	GO:0005737
ADA2C	GO:0005768
ADA2C	GO:0005887
ADA2C	GO:0005886
ADA2C	GO:0031694
ADA2C	GO:0004938
ADA2C	GO:0051379
ADA2C	GO:0004930
ADA2C	GO:0046982
ADA2C	GO:0042803
ADA2C	GO:0032148
ADA2C	GO:0071880
ADA2C	GO:0071875
ADA2C	GO:0007267
ADA2C	GO:0007186
ADA2C	GO:0032811
ADA2C	GO:0010700
ADA2C	GO:0030168
ADA2C	GO:0043410
ADA2C	GO:0045666
ADA2C	GO:0035624
ADA2C	GO:0006940
ADA2C	GO:0019229
AMPN	GO:0005737
AMPN	GO:0005793
AMPN	GO:0009897
AMPN	GO:0070062
AMPN	GO:0005615
AMPN	GO:0016021
AMPN	GO:0005765
AMPN	GO:0005886
AMPN	GO:0030667
AMPN	GO:0004177
AMPN	GO:0070006
AMPN	GO:0008237
AMPN	GO:0042277
AMPN	GO:0038023
AMPN	GO:0001618
AMPN	GO:0008270
AMPN	GO:0001525
AMPN	GO:0030154
AMPN	GO:0043171
AMPN	GO:0006508
AMPN	GO:0008217
AMPN	GO:0007165
CP2CI	GO:0005737
CP2CI	GO:0005789
CP2CI	GO:0043231
CP2CI	GO:0008392
CP2CI	GO:0070330
CP2CI	GO:0020037
CP2CI	GO:0005506
CP2CI	GO:0004497
CP2CI	GO:0016712
CP2CI	GO:0019825
CP2CI	GO:0008401
CP2CI	GO:0008395
CP2CI	GO:0019373
CP2CI	GO:0006082
CP2CI	GO:0042573
CP2CI	GO:0042572
CP2CI	GO:0006805
CP2C8	GO:0005737
CP2C8	GO:0005789
CP2C8	GO:0043231
CP2C8	GO:0008392
CP2C8	GO:0070330
CP2C8	GO:0034875
CP2C8	GO:0101020
CP2C8	GO:0020037
CP2C8	GO:0005506
CP2C8	GO:0004497
CP2C8	GO:0016712
CP2C8	GO:0008401
CP2C8	GO:0008395
CP2C8	GO:0019373
CP2C8	GO:0008210
CP2C8	GO:0046456
CP2C8	GO:0002933
CP2C8	GO:0042759
CP2C8	GO:0097267
CP2C8	GO:0006082
CP2C8	GO:0070989
CP2C8	GO:0042573
CP2C8	GO:0042572
CP2C8	GO:0008202
CP2C8	GO:0042178
CP2C8	GO:0006805
CP2B6	GO:0005737
CP2B6	GO:0005789
CP2B6	GO:0043231
CP2B6	GO:0062188
CP2B6	GO:0062189
CP2B6	GO:0062187
CP2B6	GO:0008392
CP2B6	GO:0101021
CP2B6	GO:0020037
CP2B6	GO:0005506
CP2B6	GO:0004497
CP2B6	GO:0016712
CP2B6	GO:0008395
CP2B6	GO:0008390
CP2B6	GO:0062184
CP2B6	GO:0042180
CP2B6	GO:0019373
CP2B6	GO:0006082
CP2B6	GO:0008202
CP2B6	GO:0042178
CP2B6	GO:0006805
CP2C9	GO:0005737
CP2C9	GO:0005789
CP2C9	GO:0043231
CP2C9	GO:0052741
CP2C9	GO:0018675
CP2C9	GO:0018676
CP2C9	GO:0008405
CP2C9	GO:0008404
CP2C9	GO:0008392
CP2C9	GO:0070330
CP2C9	GO:0034875
CP2C9	GO:0020037
CP2C9	GO:0005506
CP2C9	GO:0004497
CP2C9	GO:0016491
CP2C9	GO:0016712
CP2C9	GO:0008395
CP2C9	GO:0043603
CP2C9	GO:0008203
CP2C9	GO:0019373
CP2C9	GO:0008210
CP2C9	GO:0046456
CP2C9	GO:0042759
CP2C9	GO:0032787
CP2C9	GO:0016098
CP2C9	GO:0097267
CP2C9	GO:0006082
CP2C9	GO:0070989
CP2C9	GO:0008202
CP2C9	GO:0019627
CP2C9	GO:0042178
CP2C9	GO:0006805
CP2CJ	GO:0005737
CP2CJ	GO:0005789
CP2CJ	GO:0043231
CP2CJ	GO:0052741
CP2CJ	GO:0018675
CP2CJ	GO:0018676
CP2CJ	GO:0008392
CP2CJ	GO:0070330
CP2CJ	GO:0019899
CP2CJ	GO:0020037
CP2CJ	GO:0005506
CP2CJ	GO:0120319
CP2CJ	GO:0004497
CP2CJ	GO:0016491
CP2CJ	GO:0016712
CP2CJ	GO:0019825
CP2CJ	GO:0008395
CP2CJ	GO:0019373
CP2CJ	GO:0046483
CP2CJ	GO:0001676
CP2CJ	GO:0016098
CP2CJ	GO:0097267
CP2CJ	GO:0006082
CP2CJ	GO:0008202
CP2CJ	GO:0042178
CP2CJ	GO:0006805
CP3A4	GO:0005737
CP3A4	GO:0005789
CP3A4	GO:0016021
CP3A4	GO:0043231
CP3A4	GO:0102320
CP3A4	GO:0062181
CP3A4	GO:0062188
CP3A4	GO:0062189
CP3A4	GO:0062187
CP3A4	GO:0070330
CP3A4	GO:0034875
CP3A4	GO:0019899
CP3A4	GO:0101020
CP3A4	GO:0101021
CP3A4	GO:0020037
CP3A4	GO:0005506
CP3A4	GO:0004497
CP3A4	GO:0016491
CP3A4	GO:0019825
CP3A4	GO:0050591
CP3A4	GO:0008401
CP3A4	GO:0005496
CP3A4	GO:0008395
CP3A4	GO:0050649
CP3A4	GO:0070576
CP3A4	GO:0030343
CP3A4	GO:0046222
CP3A4	GO:0009822
CP3A4	GO:0008209
CP3A4	GO:0008203
CP3A4	GO:0008210
CP3A4	GO:0046483
CP3A4	GO:0002933
CP3A4	GO:0006629
CP3A4	GO:0042759
CP3A4	GO:0016098
CP3A4	GO:0070989
CP3A4	GO:0042573
CP3A4	GO:0042572
CP3A4	GO:0006706
CP3A4	GO:0008202
CP3A4	GO:0042369
CP3A4	GO:0042359
CP3A4	GO:0042178
CP3A4	GO:0006805
CP2E1	GO:0005737
CP2E1	GO:0005789
CP2E1	GO:0000139
CP2E1	GO:0043231
CP2E1	GO:0031227
CP2E1	GO:0005743
CP2E1	GO:0018601
CP2E1	GO:0008392
CP2E1	GO:0070330
CP2E1	GO:0019899
CP2E1	GO:0020037
CP2E1	GO:0030544
CP2E1	GO:0051879
CP2E1	GO:0005506
CP2E1	GO:0120319
CP2E1	GO:0004497
CP2E1	GO:0016491
CP2E1	GO:0016709
CP2E1	GO:0016712
CP2E1	GO:0019825
CP2E1	GO:0008395
CP2E1	GO:0018960
CP2E1	GO:0018910
CP2E1	GO:0018885
CP2E1	GO:0019373
CP2E1	GO:0042197
CP2E1	GO:0046483
CP2E1	GO:0002933
CP2E1	GO:0042759
CP2E1	GO:0001676
CP2E1	GO:0016098
CP2E1	GO:0006082
CP2E1	GO:0009617
CP2E1	GO:0045471
CP2E1	GO:0010243
CP2E1	GO:0010193
CP2E1	GO:0008202
CP2E1	GO:0006641
CP2E1	GO:0006805
PGH1	GO:0005737
PGH1	GO:0005789
PGH1	GO:0070062
PGH1	GO:0005794
PGH1	GO:0043231
PGH1	GO:0043005
PGH1	GO:0001750
PGH1	GO:0020037
PGH1	GO:0046872
PGH1	GO:0016702
PGH1	GO:0004601
PGH1	GO:0004666
PGH1	GO:0019371
PGH1	GO:0006954
PGH1	GO:0001516
PGH1	GO:0008217
PGH1	GO:0042127
PGH1	GO:0006979
CP2D6	GO:0005737
CP2D6	GO:0005783
CP2D6	GO:0005789
CP2D6	GO:0043231
CP2D6	GO:0005739
CP2D6	GO:0062188
CP2D6	GO:0062189
CP2D6	GO:0062187
CP2D6	GO:0020037
CP2D6	GO:0005506
CP2D6	GO:0004497
CP2D6	GO:0016491
CP2D6	GO:0016712
CP2D6	GO:0008395
CP2D6	GO:0009822
CP2D6	GO:0009820
CP2D6	GO:0019369
CP2D6	GO:0008203
CP2D6	GO:0009804
CP2D6	GO:0008210
CP2D6	GO:0046483
CP2D6	GO:0033076
CP2D6	GO:0042759
CP2D6	GO:0016098
CP2D6	GO:0051100
CP2D6	GO:0090350
CP2D6	GO:0006082
CP2D6	GO:0070989
CP2D6	GO:0042572
CP2D6	GO:0008202
CP2D6	GO:0042178
CP2D6	GO:0006805
ACSL4	GO:0005737
ACSL4	GO:0005783
ACSL4	GO:0005789
ACSL4	GO:0070062
ACSL4	GO:0016021
ACSL4	GO:0005811
ACSL4	GO:0016020
ACSL4	GO:0044233
ACSL4	GO:0005741
ACSL4	GO:0005778
ACSL4	GO:0005886
ACSL4	GO:0047676
ACSL4	GO:0005524
ACSL4	GO:0004467
ACSL4	GO:0090433
ACSL4	GO:0031957
ACSL4	GO:0060136
ACSL4	GO:0006631
ACSL4	GO:0008610
ACSL4	GO:0006629
ACSL4	GO:0001676
ACSL4	GO:0035338
ACSL4	GO:0035336
ACSL4	GO:0032307
ACSL4	GO:0030182
ACSL4	GO:0030307
ACSL4	GO:0032024
TLR7	GO:0005737
TLR7	GO:0032009
TLR7	GO:0036020
TLR7	GO:0005783
TLR7	GO:0005789
TLR7	GO:0005768
TLR7	GO:0010008
TLR7	GO:0000139
TLR7	GO:0016021
TLR7	GO:0005764
TLR7	GO:0005886
TLR7	GO:0043235
TLR7	GO:0003725
TLR7	GO:0003953
TLR7	GO:0038187
TLR7	GO:0003727
TLR7	GO:0035197
TLR7	GO:0004888
TLR7	GO:0071260
TLR7	GO:0098586
TLR7	GO:0051607
TLR7	GO:0007249
TLR7	GO:0007252
TLR7	GO:0006954
TLR7	GO:0045087
TLR7	GO:0007254
TLR7	GO:0032722
TLR7	GO:0050729
TLR7	GO:0032727
TLR7	GO:0032728
TLR7	GO:0032729
TLR7	GO:0032755
TLR7	GO:0032757
TLR7	GO:1901224
TLR7	GO:0045944
TLR7	GO:0001932
TLR7	GO:0034154
TLR7	GO:0002224
DNLI3	GO:0005737
DNLI3	GO:0070421
DNLI3	GO:0005739
DNLI3	GO:0005654
DNLI3	GO:0005634
DNLI3	GO:0005524
DNLI3	GO:0003677
DNLI3	GO:0003910
DNLI3	GO:0003909
DNLI3	GO:0008270
DNLI3	GO:0006288
DNLI3	GO:0006287
DNLI3	GO:0007049
DNLI3	GO:0051301
DNLI3	GO:0071897
DNLI3	GO:0006266
DNLI3	GO:0006302
DNLI3	GO:0097681
DNLI3	GO:0000724
DNLI3	GO:0006273
DNLI3	GO:0043504
DNLI3	GO:0007005
DNLI3	GO:0090298
CAC1C	GO:0005737
CAC1C	GO:0030425
CAC1C	GO:0016021
CAC1C	GO:0005887
CAC1C	GO:1990454
CAC1C	GO:0043204
CAC1C	GO:0005886
CAC1C	GO:0014069
CAC1C	GO:0098839
CAC1C	GO:0005891
CAC1C	GO:0030018
CAC1C	GO:0051393
CAC1C	GO:0005516
CAC1C	GO:0008331
CAC1C	GO:0046872
CAC1C	GO:0005245
CAC1C	GO:0086056
CAC1C	GO:0086007
CAC1C	GO:0070509
CAC1C	GO:0070588
CAC1C	GO:0061577
CAC1C	GO:0006816
CAC1C	GO:0060402
CAC1C	GO:0035585
CAC1C	GO:0043010
CAC1C	GO:0061337
CAC1C	GO:0086002
CAC1C	GO:0086064
CAC1C	GO:0035115
CAC1C	GO:0007507
CAC1C	GO:0002520
CAC1C	GO:0098912
CAC1C	GO:0086045
CAC1C	GO:0086012
CAC1C	GO:0045762
CAC1C	GO:0007204
CAC1C	GO:0010881
CAC1C	GO:0086091
CAC1C	GO:0098911
GLRB	GO:0005737
GLRB	GO:0030425
GLRB	GO:0098982
GLRB	GO:0016935
GLRB	GO:0098690
GLRB	GO:0005887
GLRB	GO:0043005
GLRB	GO:0005886
GLRB	GO:0045211
GLRB	GO:0045202
GLRB	GO:0016934
GLRB	GO:0016933
GLRB	GO:0016594
GLRB	GO:0030594
GLRB	GO:0044877
GLRB	GO:0004888
GLRB	GO:1904315
GLRB	GO:0007340
GLRB	GO:0007628
GLRB	GO:0007268
GLRB	GO:1902476
GLRB	GO:0097112
GLRB	GO:0034220
GLRB	GO:0006811
GLRB	GO:0007399
GLRB	GO:0050877
GLRB	GO:0007218
GLRB	GO:0042391
GLRB	GO:0043200
GLRB	GO:0060013
GLRB	GO:0007165
GLRB	GO:0001964
GLRB	GO:0060012
GLRB	GO:0007601
5HT2B	GO:0005737
5HT2B	GO:0030425
5HT2B	GO:0098666
5HT2B	GO:0005887
5HT2B	GO:0005654
5HT2B	GO:0005886
5HT2B	GO:0045202
5HT2B	GO:0004993
5HT2B	GO:0001965
5HT2B	GO:0001587
5HT2B	GO:0005096
5HT2B	GO:0030594
5HT2B	GO:0051378
5HT2B	GO:0007202
5HT2B	GO:0007610
5HT2B	GO:0019722
5HT2B	GO:0003300
5HT2B	GO:0006874
5HT2B	GO:0071502
5HT2B	GO:0019934
5HT2B	GO:0007268
5HT2B	GO:0048598
5HT2B	GO:0070371
5HT2B	GO:0002031
5HT2B	GO:0007186
5HT2B	GO:0007187
5HT2B	GO:0098664
5HT2B	GO:0003007
5HT2B	GO:0014827
5HT2B	GO:0043066
5HT2B	GO:0010507
5HT2B	GO:0060548
5HT2B	GO:0014033
5HT2B	GO:0001755
5HT2B	GO:0014065
5HT2B	GO:0007200
5HT2B	GO:0007208
5HT2B	GO:0016310
5HT2B	GO:0051781
5HT2B	GO:0008284
5HT2B	GO:0001819
5HT2B	GO:0001938
5HT2B	GO:0070374
5HT2B	GO:0043123
5HT2B	GO:0043406
5HT2B	GO:0051000
5HT2B	GO:0010513
5HT2B	GO:0070528
5HT2B	GO:0007205
5HT2B	GO:0050795
5HT2B	GO:0051209
5HT2B	GO:0009410
5HT2B	GO:0042310
5HT4R	GO:0005737
5HT4R	GO:0030425
5HT4R	GO:0005768
5HT4R	GO:0005887
5HT4R	GO:0016020
5HT4R	GO:0005886
5HT4R	GO:0045202
5HT4R	GO:0004993
5HT4R	GO:0030594
5HT4R	GO:0051378
5HT4R	GO:0007198
5HT4R	GO:0007268
5HT4R	GO:0007186
5HT4R	GO:0007187
5HT4R	GO:0032098
XIAP	GO:0005737
XIAP	GO:0005829
XIAP	GO:0005654
XIAP	GO:0005634
XIAP	GO:0005876
XIAP	GO:0043027
XIAP	GO:0042802
XIAP	GO:0046872
XIAP	GO:0120283
XIAP	GO:0061630
XIAP	GO:0004842
XIAP	GO:0006974
XIAP	GO:0055070
XIAP	GO:0097340
XIAP	GO:1990001
XIAP	GO:0043066
XIAP	GO:0043154
XIAP	GO:0010804
XIAP	GO:0051402
XIAP	GO:0090263
XIAP	GO:0046330
XIAP	GO:1902530
XIAP	GO:0031398
XIAP	GO:0042981
XIAP	GO:0030510
XIAP	GO:0051726
XIAP	GO:0042127
XIAP	GO:0050727
XIAP	GO:0045088
XIAP	GO:0070424
XIAP	GO:0016055
PADI4	GO:0005737
PADI4	GO:0005829
PADI4	GO:0005654
PADI4	GO:0005634
PADI4	GO:0032991
PADI4	GO:0034618
PADI4	GO:0005509
PADI4	GO:0042802
PADI4	GO:0004668
PADI4	GO:0006464
PADI4	GO:0006325
PADI4	GO:0006338
PADI4	GO:0036414
PADI4	GO:0036413
PADI4	GO:0045087
PADI4	GO:0006334
PADI4	GO:0018101
PADI4	GO:0019827
AAKB1	GO:0005737
AAKB1	GO:0005829
AAKB1	GO:0005654
AAKB1	GO:0031588
AAKB1	GO:0005634
AAKB1	GO:0004672
AAKB1	GO:0019901
AAKB1	GO:0031669
AAKB1	GO:0006633
AAKB1	GO:0035878
AAKB1	GO:0120162
AAKB1	GO:0010628
AAKB1	GO:0006468
AAKB1	GO:0050790
AAKB1	GO:0080090
AAKB1	GO:0007165
FPPS	GO:0005737
FPPS	GO:0005829
FPPS	GO:0005654
FPPS	GO:0004161
FPPS	GO:0004337
FPPS	GO:0046872
FPPS	GO:0003723
FPPS	GO:0006695
FPPS	GO:0045337
FPPS	GO:0033384
CLAT	GO:0005737
CLAT	GO:0005829
CLAT	GO:0043005
CLAT	GO:0005634
CLAT	GO:0045202
CLAT	GO:0004102
CLAT	GO:0008292
CLAT	GO:0007274
CLAT	GO:0006836
CLAT	GO:0006656
DCK	GO:0005737
DCK	GO:0005829
DCK	GO:0005739
DCK	GO:0005654
DCK	GO:0005524
DCK	GO:0004136
DCK	GO:0004137
DCK	GO:0004138
DCK	GO:0019136
DCK	GO:0042803
DCK	GO:0106383
DCK	GO:0006220
TYSY	GO:0005737
TYSY	GO:0005829
TYSY	GO:0005743
TYSY	GO:0005759
TYSY	GO:0005739
TYSY	GO:0005730
TYSY	GO:0005634
TYSY	GO:0005542
TYSY	GO:0042803
TYSY	GO:1990825
TYSY	GO:0004799
TYSY	GO:0000900
TYSY	GO:0007568
TYSY	GO:0051216
TYSY	GO:0007623
TYSY	GO:0048589
TYSY	GO:0071897
TYSY	GO:0006231
TYSY	GO:0006235
TYSY	GO:0060574
TYSY	GO:0097421
TYSY	GO:0032259
TYSY	GO:0017148
TYSY	GO:0034097
TYSY	GO:0045471
TYSY	GO:0051593
TYSY	GO:0051384
TYSY	GO:0046683
TYSY	GO:0032570
TYSY	GO:0009636
TYSY	GO:0033189
TYSY	GO:0009410
TYSY	GO:0035999
TYSY	GO:0019860
PK3CD	GO:0005737
PK3CD	GO:0005829
PK3CD	GO:0016020
PK3CD	GO:0005942
PK3CD	GO:0005943
PK3CD	GO:0005886
PK3CD	GO:0016303
PK3CD	GO:0035005
PK3CD	GO:0005524
PK3CD	GO:0016301
PK3CD	GO:0035004
PK3CD	GO:0052742
PK3CD	GO:0052812
PK3CD	GO:0046934
PK3CD	GO:0002250
PK3CD	GO:0042113
PK3CD	GO:0035754
PK3CD	GO:0050853
PK3CD	GO:0016477
PK3CD	GO:0006954
PK3CD	GO:0045087
PK3CD	GO:0002551
PK3CD	GO:0043303
PK3CD	GO:0060374
PK3CD	GO:0030101
PK3CD	GO:0035747
PK3CD	GO:0001779
PK3CD	GO:0030593
PK3CD	GO:0072672
PK3CD	GO:0014065
PK3CD	GO:0046854
PK3CD	GO:0036092
PK3CD	GO:0048015
PK3CD	GO:0016310
PK3CD	GO:0045766
PK3CD	GO:0030335
PK3CD	GO:0038089
PK3CD	GO:0001819
PK3CD	GO:0010595
PK3CD	GO:0001938
PK3CD	GO:1905278
PK3CD	GO:0010628
PK3CD	GO:0033031
PK3CD	GO:0051897
PK3CD	GO:0006468
PK3CD	GO:0002679
PK3CD	GO:0007165
PK3CD	GO:0042110
PK3CD	GO:0010818
PK3CD	GO:0030217
PK3CD	GO:0050852
CAH13	GO:0005737
CAH13	GO:0005829
CAH13	GO:0043231
CAH13	GO:0043209
CAH13	GO:0004089
CAH13	GO:0016836
CAH13	GO:0008270
CAH13	GO:0006730
PK3CB	GO:0005737
PK3CB	GO:0005829
PK3CB	GO:0043231
PK3CB	GO:0016020
PK3CB	GO:0030496
PK3CB	GO:0005730
PK3CB	GO:0005654
PK3CB	GO:0005634
PK3CB	GO:0005942
PK3CB	GO:0005943
PK3CB	GO:0005886
PK3CB	GO:0016303
PK3CB	GO:0035005
PK3CB	GO:0005524
PK3CB	GO:0043560
PK3CB	GO:0016301
PK3CB	GO:0035004
PK3CB	GO:0052742
PK3CB	GO:0052812
PK3CB	GO:0046934
PK3CB	GO:0060055
PK3CB	GO:0006914
PK3CB	GO:0016477
PK3CB	GO:0006874
PK3CB	GO:0006935
PK3CB	GO:0040016
PK3CB	GO:0006897
PK3CB	GO:0001935
PK3CB	GO:0007186
PK3CB	GO:0007156
PK3CB	GO:1903298
PK3CB	GO:0043407
PK3CB	GO:0051898
PK3CB	GO:1903671
PK3CB	GO:1900747
PK3CB	GO:0014065
PK3CB	GO:0046854
PK3CB	GO:0036092
PK3CB	GO:0048015
PK3CB	GO:0016310
PK3CB	GO:0030168
PK3CB	GO:0070527
PK3CB	GO:0010508
PK3CB	GO:0010595
PK3CB	GO:0010628
PK3CB	GO:0033031
PK3CB	GO:0051000
PK3CB	GO:0051897
PK3CB	GO:0035022
PK3CB	GO:0001952
PK3CB	GO:2000369
PK3CB	GO:0002931
PK3CB	GO:0007165
PK3CB	GO:0003376
PK3CB	GO:0007169
GSTM1	GO:0005737
GSTM1	GO:0005829
GSTM1	GO:0045171
GSTM1	GO:0019899
GSTM1	GO:0043295
GSTM1	GO:0004364
GSTM1	GO:0042803
GSTM1	GO:0070458
GSTM1	GO:1901687
GSTM1	GO:0006749
GSTM1	GO:0051122
GSTM1	GO:0018916
GSTM1	GO:0006693
GSTM1	GO:0042178
PK3CA	GO:0005737
PK3CA	GO:0005829
PK3CA	GO:0014704
PK3CA	GO:0030027
PK3CA	GO:0016020
PK3CA	GO:0048471
PK3CA	GO:0005942
PK3CA	GO:0005943
PK3CA	GO:0005944
PK3CA	GO:0005886
PK3CA	GO:0016303
PK3CA	GO:0035005
PK3CA	GO:0005524
PK3CA	GO:0043560
PK3CA	GO:0016301
PK3CA	GO:0035004
PK3CA	GO:0052742
PK3CA	GO:0052812
PK3CA	GO:0046934
PK3CA	GO:0030295
PK3CA	GO:0106310
PK3CA	GO:0004674
PK3CA	GO:0004712
PK3CA	GO:0030036
PK3CA	GO:0060612
PK3CA	GO:0001525
PK3CA	GO:0043276
PK3CA	GO:0086003
PK3CA	GO:0060048
PK3CA	GO:0016477
PK3CA	GO:0071333
PK3CA	GO:0071464
PK3CA	GO:0043542
PK3CA	GO:0097009
PK3CA	GO:0007173
PK3CA	GO:0006006
PK3CA	GO:0044029
PK3CA	GO:0038028
PK3CA	GO:0001889
PK3CA	GO:0030835
PK3CA	GO:2000811
PK3CA	GO:2000270
PK3CA	GO:0010629
PK3CA	GO:0016242
PK3CA	GO:0043524
PK3CA	GO:0006909
PK3CA	GO:0014065
PK3CA	GO:0046854
PK3CA	GO:0036092
PK3CA	GO:0048015
PK3CA	GO:0016310
PK3CA	GO:0030168
PK3CA	GO:0010592
PK3CA	GO:0033138
PK3CA	GO:0051897
PK3CA	GO:0048661
PK3CA	GO:0032008
PK3CA	GO:0043491
PK3CA	GO:0110053
PK3CA	GO:0043457
PK3CA	GO:2000653
PK3CA	GO:0040014
PK3CA	GO:0055119
PK3CA	GO:0014823
PK3CA	GO:1903544
PK3CA	GO:0071548
PK3CA	GO:0043201
PK3CA	GO:0014870
PK3CA	GO:0035994
PK3CA	GO:0031295
PK3CA	GO:0050852
PK3CA	GO:0038084
PK3CA	GO:0001944
RAF1	GO:0005737
RAF1	GO:0005829
RAF1	GO:0005794
RAF1	GO:0005741
RAF1	GO:0005739
RAF1	GO:0016607
RAF1	GO:0005886
RAF1	GO:0031143
RAF1	GO:0005524
RAF1	GO:0019899
RAF1	GO:0042802
RAF1	GO:0004709
RAF1	GO:0046872
RAF1	GO:0004672
RAF1	GO:0106310
RAF1	GO:0004674
RAF1	GO:0004712
RAF1	GO:0007190
RAF1	GO:0006915
RAF1	GO:0030154
RAF1	GO:0071550
RAF1	GO:0060324
RAF1	GO:0035773
RAF1	GO:0045104
RAF1	GO:0000165
RAF1	GO:0043066
RAF1	GO:0008285
RAF1	GO:0043154
RAF1	GO:1902042
