gene	go
RAC1	GO:0005525
RAC1	GO:0003924
RAC1	GO:0019901
RAC1	GO:0044877
RAC1	GO:0051022
RAC1	GO:0031996
RAC1	GO:0030036
RAC1	GO:0007015
RAC1	GO:0030041
RAC1	GO:0009653
RAC1	GO:0007155
RAC1	GO:0016477
RAC1	GO:0048870
RAC1	GO:0030031
RAC1	GO:0007160
RAC1	GO:0030865
RAC1	GO:0043652
RAC1	GO:0007163
RAC1	GO:0048012
RAC1	GO:0006954
RAC1	GO:0035556
RAC1	GO:0030032
RAC1	GO:0051668
RAC1	GO:0008045
RAC1	GO:0010764
RAC1	GO:0032707
RAC1	GO:0048261
RAC1	GO:0001764
RAC1	GO:0010811
RAC1	GO:0010595
RAC1	GO:0051894
RAC1	GO:0010592
RAC1	GO:0031116
RAC1	GO:0090023
RAC1	GO:0001934
RAC1	GO:0035025
RAC1	GO:0051496
RAC1	GO:1900026
RAC1	GO:0016601
RAC1	GO:0032956
RAC1	GO:0030334
RAC1	GO:0008360
RAC1	GO:0008361
RAC1	GO:0010310
RAC1	GO:0010591
RAC1	GO:1902622
RAC1	GO:0045428
RAC1	GO:0060263
RAC1	GO:0051492
RAC1	GO:0009611
RAC1	GO:0097178
RAC1	GO:0031529
RAC1	GO:0071526
RAC1	GO:0007264
RAC1	GO:0003376
RAC1	GO:0034446
RAC1	GO:0060071
P2Y12	GO:0044298
P2Y12	GO:0031253
P2Y12	GO:0009986
P2Y12	GO:0016021
P2Y12	GO:0031224
P2Y12	GO:0005886
P2Y12	GO:0001609
P2Y12	GO:0001621
P2Y12	GO:0045028
P2Y12	GO:0005085
P2Y12	GO:0007202
P2Y12	GO:0007193
P2Y12	GO:0019722
P2Y12	GO:0035585
P2Y12	GO:0030030
P2Y12	GO:0071318
P2Y12	GO:0021808
P2Y12	GO:0007186
P2Y12	GO:0007599
P2Y12	GO:0030032
P2Y12	GO:1904124
P2Y12	GO:0007200
P2Y12	GO:0030168
P2Y12	GO:0070527
P2Y12	GO:0033630
P2Y12	GO:0050921
P2Y12	GO:0033626
P2Y12	GO:0043270
P2Y12	GO:1904141
P2Y12	GO:0043552
P2Y12	GO:0051897
P2Y12	GO:1900029
P2Y12	GO:0050920
P2Y12	GO:1904139
P2Y12	GO:0048678
P2Y12	GO:0006930
P2Y12	GO:0150063
S5A2	GO:0070852
S5A2	GO:0005789
S5A2	GO:0016021
S5A2	GO:0043025
S5A2	GO:0003865
S5A2	GO:0033218
S5A2	GO:0047751
S5A2	GO:0016491
S5A2	GO:0009917
S5A2	GO:0030283
S5A2	GO:0006702
S5A2	GO:0008209
S5A2	GO:0018879
S5A2	GO:0060348
S5A2	GO:0030154
S5A2	GO:0007267
S5A2	GO:0018894
S5A2	GO:0030540
S5A2	GO:0021766
S5A2	GO:0021854
S5A2	GO:0030539
S5A2	GO:0008584
S5A2	GO:0018963
S5A2	GO:0032354
S5A2	GO:0031667
S5A2	GO:0043434
S5A2	GO:0048545
S5A2	GO:0033574
S5A2	GO:0009410
S5A2	GO:0006694
S5A2	GO:0006706
S5A2	GO:0061370
S5A1	GO:0070852
S5A1	GO:0005789
S5A1	GO:0016021
S5A1	GO:0043209
S5A1	GO:0043025
S5A1	GO:0048471
S5A1	GO:0003865
S5A1	GO:0033218
S5A1	GO:0047751
S5A1	GO:0009055
S5A1	GO:0070402
S5A1	GO:0016491
S5A1	GO:0050213
S5A1	GO:0006702
S5A1	GO:0006710
S5A1	GO:0060348
S5A1	GO:0030154
S5A1	GO:0071320
S5A1	GO:0071549
S5A1	GO:0071872
S5A1	GO:0071392
S5A1	GO:0071363
S5A1	GO:0032869
S5A1	GO:0009267
S5A1	GO:0071394
S5A1	GO:0021987
S5A1	GO:0042747
S5A1	GO:0016101
S5A1	GO:0030540
S5A1	GO:0021766
S5A1	GO:0021854
S5A1	GO:0001889
S5A1	GO:0030539
S5A1	GO:0008584
S5A1	GO:0021983
S5A1	GO:0042448
S5A1	GO:0043627
S5A1	GO:0032354
S5A1	GO:0060992
S5A1	GO:0060416
S5A1	GO:0014850
S5A1	GO:0009410
S5A1	GO:0042428
S5A1	GO:0007530
S5A1	GO:0021510
S5A1	GO:0006694
S5A1	GO:0021794
S5A1	GO:0001655
PGRC1	GO:0044297
PGRC1	GO:0012505
PGRC1	GO:0005783
PGRC1	GO:0005887
PGRC1	GO:0016020
PGRC1	GO:0005741
PGRC1	GO:0043005
PGRC1	GO:0043025
PGRC1	GO:0005886
PGRC1	GO:0030868
PGRC1	GO:0035579
PGRC1	GO:0045202
PGRC1	GO:0001540
PGRC1	GO:0020037
PGRC1	GO:0046872
PGRC1	GO:0042803
PGRC1	GO:0005496
PGRC1	GO:0008306
PGRC1	GO:0007411
PGRC1	GO:0006783
PGRC1	GO:0007613
PGRC1	GO:0099563
PGRC1	GO:1905809
PGRC1	GO:1903078
NK1R	GO:0044297
NK1R	GO:0009986
NK1R	GO:0005737
NK1R	GO:0030425
NK1R	GO:0005887
NK1R	GO:0005886
NK1R	GO:0036126
NK1R	GO:0061827
NK1R	GO:0097225
NK1R	GO:0016496
NK1R	GO:0004995
NK1R	GO:0002526
NK1R	GO:0002118
NK1R	GO:0003051
NK1R	GO:0008306
NK1R	GO:0048266
NK1R	GO:0009582
NK1R	GO:0042755
NK1R	GO:0006954
NK1R	GO:0007616
NK1R	GO:0035106
NK1R	GO:0007200
NK1R	GO:0045760
NK1R	GO:0045777
NK1R	GO:0007204
NK1R	GO:0010634
NK1R	GO:0050679
NK1R	GO:1902093
NK1R	GO:0046887
NK1R	GO:0002687
NK1R	GO:0050671
NK1R	GO:0045778
NK1R	GO:0035815
NK1R	GO:0046878
NK1R	GO:0051496
NK1R	GO:0032224
NK1R	GO:0032230
NK1R	GO:0070474
NK1R	GO:0043117
NK1R	GO:0045907
NK1R	GO:0014910
NK1R	GO:0048660
NK1R	GO:0010996
NK1R	GO:0051602
NK1R	GO:0032355
NK1R	GO:0045471
NK1R	GO:0009408
NK1R	GO:0043278
NK1R	GO:0035094
NK1R	GO:0010193
NK1R	GO:0032570
NK1R	GO:0019233
NK1R	GO:0060083
NK1R	GO:0042713
NK1R	GO:0007217
TLR2	GO:0044297
TLR2	GO:0042995
TLR2	GO:0009986
TLR2	GO:0005737
TLR2	GO:0005794
TLR2	GO:0005887
TLR2	GO:0031226
TLR2	GO:0045121
TLR2	GO:0030670
TLR2	GO:0005886
TLR2	GO:0030667
TLR2	GO:0035354
TLR2	GO:0001540
TLR2	GO:0042802
TLR2	GO:0001530
TLR2	GO:0001875
TLR2	GO:0050135
TLR2	GO:0061809
TLR2	GO:0038187
TLR2	GO:0042834
TLR2	GO:0044877
TLR2	GO:0038023
TLR2	GO:0035325
TLR2	GO:0004888
TLR2	GO:0042497
TLR2	GO:0006915
TLR2	GO:0001775
TLR2	GO:0071221
TLR2	GO:0071726
TLR2	GO:0071346
TLR2	GO:0071223
TLR2	GO:0071727
TLR2	GO:0032289
TLR2	GO:0050830
TLR2	GO:0051607
TLR2	GO:0042496
TLR2	GO:0042495
TLR2	GO:0007252
TLR2	GO:0006955
TLR2	GO:0006954
TLR2	GO:0045087
TLR2	GO:0007612
TLR2	GO:0006691
TLR2	GO:0014005
TLR2	GO:0001774
TLR2	GO:0002755
TLR2	GO:0008285
TLR2	GO:0050765
TLR2	GO:0051964
TLR2	GO:0046209
TLR2	GO:1903974
TLR2	GO:0032722
TLR2	GO:0010628
TLR2	GO:0050729
TLR2	GO:0032728
TLR2	GO:0032733
TLR2	GO:0032735
TLR2	GO:0032741
TLR2	GO:0032755
TLR2	GO:0032757
TLR2	GO:1904466
TLR2	GO:0051092
TLR2	GO:1901224
TLR2	GO:0051770
TLR2	GO:0048714
TLR2	GO:0034123
TLR2	GO:0045944
TLR2	GO:0032760
TLR2	GO:0030177
TLR2	GO:0070542
TLR2	GO:0001666
TLR2	GO:0032868
TLR2	GO:0032570
TLR2	GO:0009636
TLR2	GO:0007165
TLR2	GO:0034134
TLR2	GO:0002224
IKKA	GO:0035631
IKKA	GO:0005737
IKKA	GO:0009898
IKKA	GO:0005829
IKKA	GO:0008385
IKKA	GO:0005654
IKKA	GO:0005524
IKKA	GO:0008384
IKKA	GO:0046982
IKKA	GO:0042803
IKKA	GO:0004672
IKKA	GO:0004674
IKKA	GO:0097110
IKKA	GO:1990459
IKKA	GO:0009653
IKKA	GO:0071276
IKKA	GO:0034614
IKKA	GO:0071356
IKKA	GO:0098586
IKKA	GO:0007249
IKKA	GO:0007252
IKKA	GO:0006955
IKKA	GO:0006954
IKKA	GO:0045087
IKKA	GO:0032088
IKKA	GO:0038061
IKKA	GO:0018105
IKKA	GO:0043123
IKKA	GO:0032727
IKKA	GO:0051092
IKKA	GO:0045944
IKKA	GO:0045893
IKKA	GO:0006468
IKKA	GO:0009615
IKKA	GO:0033209
IKKB	GO:0035631
IKKB	GO:0005737
IKKB	GO:0009898
IKKB	GO:0005829
IKKB	GO:0008385
IKKB	GO:0045121
IKKB	GO:0005634
IKKB	GO:0005524
IKKB	GO:0042802
IKKB	GO:0008384
IKKB	GO:0046982
IKKB	GO:0042803
IKKB	GO:0004672
IKKB	GO:0019901
IKKB	GO:0106310
IKKB	GO:0004674
IKKB	GO:0004712
IKKB	GO:0097110
IKKB	GO:1990459
IKKB	GO:0002479
IKKB	GO:0071356
IKKB	GO:0030866
IKKB	GO:0038095
IKKB	GO:0007249
IKKB	GO:0006954
IKKB	GO:0045087
IKKB	GO:0070498
IKKB	GO:1903347
IKKB	GO:0035509
IKKB	GO:0018105
IKKB	GO:0043123
IKKB	GO:0051092
IKKB	GO:0045944
IKKB	GO:0045893
IKKB	GO:0072659
IKKB	GO:0006468
IKKB	GO:1903140
IKKB	GO:0042325
IKKB	GO:0010803
IKKB	GO:0009615
IKKB	GO:0002223
IKKB	GO:0051403
IKKB	GO:0050852
IKKB	GO:0033209
ADA1B	GO:0005901
ADA1B	GO:0005737
ADA1B	GO:0005887
ADA1B	GO:0031965
ADA1B	GO:0005634
ADA1B	GO:0005886
ADA1B	GO:0004937
ADA1B	GO:0004930
ADA1B	GO:0046982
ADA1B	GO:0071880
ADA1B	GO:0007188
ADA1B	GO:0007267
ADA1B	GO:0007186
ADA1B	GO:0035556
ADA1B	GO:0150099
ADA1B	GO:0007200
ADA1B	GO:0007204
ADA1B	GO:0001996
ADA1B	GO:0043410
ADA1B	GO:0045907
ADA1B	GO:0055117
PGH2	GO:0005901
PGH2	GO:0005737
PGH2	GO:0005783
PGH2	GO:0005788
PGH2	GO:0005789
PGH2	GO:0043005
PGH2	GO:0005637
PGH2	GO:0005640
PGH2	GO:0032991
PGH2	GO:0019899
PGH2	GO:0020037
PGH2	GO:0046872
PGH2	GO:0016702
PGH2	GO:0004601
PGH2	GO:0004666
PGH2	GO:0042803
PGH2	GO:0007568
PGH2	GO:0001525
PGH2	GO:0030282
PGH2	GO:0050873
PGH2	GO:0071318
PGH2	GO:0071498
PGH2	GO:0034605
PGH2	GO:0071456
PGH2	GO:0071284
PGH2	GO:0071260
PGH2	GO:0071471
PGH2	GO:0034644
PGH2	GO:0019371
PGH2	GO:0046697
PGH2	GO:0007566
PGH2	GO:0042633
PGH2	GO:0006954
PGH2	GO:0007612
PGH2	GO:0035633
PGH2	GO:0007613
PGH2	GO:0051926
PGH2	GO:0045786
PGH2	GO:0008285
PGH2	GO:0043154
PGH2	GO:1902219
PGH2	GO:0045986
PGH2	GO:0032227
PGH2	GO:0030728
PGH2	GO:0043065
PGH2	GO:0090336
PGH2	GO:0090050
PGH2	GO:0031622
PGH2	GO:0090271
PGH2	GO:0045429
PGH2	GO:0033138
PGH2	GO:0090362
PGH2	GO:0031394
PGH2	GO:0042307
PGH2	GO:0048661
PGH2	GO:0045987
PGH2	GO:0031915
PGH2	GO:0051968
PGH2	GO:0071636
PGH2	GO:0010575
PGH2	GO:0045907
PGH2	GO:0001516
PGH2	GO:0008217
PGH2	GO:0050727
PGH2	GO:0150077
PGH2	GO:1990776
PGH2	GO:0032355
PGH2	GO:0070542
PGH2	GO:0009750
PGH2	GO:0051384
PGH2	GO:0032496
PGH2	GO:0010226
PGH2	GO:0010042
PGH2	GO:0006979
PGH2	GO:0034612
PGH2	GO:0033280
PGH2	GO:0009410
PGH2	GO:0019233
ADA1A	GO:0005901
ADA1A	GO:0005737
ADA1A	GO:0005829
ADA1A	GO:0098691
ADA1A	GO:0098982
ADA1A	GO:0098978
ADA1A	GO:0005887
ADA1A	GO:0099055
ADA1A	GO:0099056
ADA1A	GO:0043231
ADA1A	GO:0031965
ADA1A	GO:0005654
ADA1A	GO:0005634
ADA1A	GO:0005886
ADA1A	GO:0030315
ADA1A	GO:0030018
ADA1A	GO:0004937
ADA1A	GO:0004930
ADA1A	GO:0046982
ADA1A	GO:0007202
ADA1A	GO:0071880
ADA1A	GO:0007512
ADA1A	GO:0007568
ADA1A	GO:0006915
ADA1A	GO:0060402
ADA1A	GO:0061049
ADA1A	GO:0007267
ADA1A	GO:0007186
ADA1A	GO:0035556
ADA1A	GO:0060073
ADA1A	GO:0010259
ADA1A	GO:0010507
ADA1A	GO:0008285
ADA1A	GO:0001985
ADA1A	GO:0035024
ADA1A	GO:0150099
ADA1A	GO:0001994
ADA1A	GO:0007200
ADA1A	GO:0097195
ADA1A	GO:0045760
ADA1A	GO:0060452
ADA1A	GO:0010613
ADA1A	GO:0007204
ADA1A	GO:0070374
ADA1A	GO:0001996
ADA1A	GO:0043410
ADA1A	GO:1903997
ADA1A	GO:0090037
ADA1A	GO:0045987
ADA1A	GO:0032230
ADA1A	GO:0003084
ADA1A	GO:0001997
ADA1A	GO:0045907
ADA1A	GO:2000300
ADA1A	GO:0009725
ADA1A	GO:0009410
ADA1A	GO:0007165
ADA1A	GO:0006939
NOS3	GO:0005901
NOS3	GO:0005737
NOS3	GO:0005856
NOS3	GO:0005829
NOS3	GO:0030666
NOS3	GO:0005794
NOS3	GO:0000139
NOS3	GO:0005634
NOS3	GO:0005886
NOS3	GO:0012506
NOS3	GO:0003785
NOS3	GO:0034618
NOS3	GO:0046870
NOS3	GO:0005516
NOS3	GO:0050660
NOS3	GO:0010181
NOS3	GO:0020037
NOS3	GO:0050661
NOS3	GO:0004517
NOS3	GO:0016491
NOS3	GO:0097110
NOS3	GO:0034617
NOS3	GO:0001525
NOS3	GO:0003180
NOS3	GO:0006527
NOS3	GO:0097746
NOS3	GO:0001974
NOS3	GO:0045454
NOS3	GO:0003203
NOS3	GO:0043542
NOS3	GO:0048873
NOS3	GO:0001701
NOS3	GO:0031663
NOS3	GO:0030324
NOS3	GO:0007005
NOS3	GO:0070168
NOS3	GO:0045776
NOS3	GO:0051926
NOS3	GO:0008285
NOS3	GO:1902042
NOS3	GO:0051346
NOS3	GO:0014740
NOS3	GO:0010544
NOS3	GO:0043267
NOS3	GO:0048662
NOS3	GO:0006809
NOS3	GO:0007263
NOS3	GO:0001542
NOS3	GO:0045766
NOS3	GO:0043536
NOS3	GO:0010628
NOS3	GO:0031284
NOS3	GO:0045747
NOS3	GO:0003184
NOS3	GO:0008217
NOS3	GO:0031644
NOS3	GO:0002028
NOS3	GO:0003100
NOS3	GO:0003057
NOS3	GO:0019430
NOS3	GO:0034405
NOS3	GO:0009408
NOS3	GO:0009725
NOS3	GO:0032496
NOS3	GO:0014806
NOS3	GO:0042311
NOS3	GO:0060412
MK03	GO:0005901
MK03	GO:0005737
MK03	GO:0005856
MK03	GO:0005829
MK03	GO:0005769
MK03	GO:0005788
MK03	GO:0005925
MK03	GO:0005794
MK03	GO:0005770
MK03	GO:0005739
MK03	GO:0005635
MK03	GO:0005654
MK03	GO:0005634
MK03	GO:0005886
MK03	GO:0031143
MK03	GO:0005524
MK03	GO:0042802
MK03	GO:0004707
MK03	GO:0004708
MK03	GO:0019902
MK03	GO:0001784
MK03	GO:0106310
MK03	GO:0004674
MK03	GO:0006915
MK03	GO:0060020
MK03	GO:0030509
MK03	GO:0061308
MK03	GO:0051216
MK03	GO:0072584
MK03	GO:0007049
MK03	GO:0007166
MK03	GO:0034198
MK03	GO:0071276
MK03	GO:1903351
MK03	GO:0071260
MK03	GO:0034614
MK03	GO:0071356
MK03	GO:0006975
MK03	GO:0070371
MK03	GO:0060324
MK03	GO:0070498
MK03	GO:0035556
MK03	GO:0031663
MK03	GO:0060425
MK03	GO:0000165
MK03	GO:2000657
MK03	GO:0042473
MK03	GO:0038083
MK03	GO:0016310
MK03	GO:0031281
MK03	GO:0070374
MK03	GO:0010628
MK03	GO:0035066
MK03	GO:0033129
MK03	GO:0010759
MK03	GO:0120041
MK03	GO:0001934
MK03	GO:0051973
MK03	GO:1904355
MK03	GO:0032212
MK03	GO:0045944
MK03	GO:1904417
MK03	GO:0006468
MK03	GO:0030641
MK03	GO:0051493
MK03	GO:0051090
MK03	GO:2000641
MK03	GO:0090170
MK03	GO:0030278
MK03	GO:0032872
MK03	GO:0070849
MK03	GO:0043330
MK03	GO:0019233
MK03	GO:0051403
MK03	GO:0048538
MK03	GO:0030878
MK03	GO:0060440
MK03	GO:0006351
LYAM2	GO:0005901
LYAM2	GO:0005905
LYAM2	GO:0030863
LYAM2	GO:0009897
LYAM2	GO:0005615
LYAM2	GO:0005887
LYAM2	GO:0045121
LYAM2	GO:0048471
LYAM2	GO:0005886
LYAM2	GO:0046872
LYAM2	GO:0070492
LYAM2	GO:0043274
LYAM2	GO:0033691
LYAM2	GO:0004888
LYAM2	GO:0030029
LYAM2	GO:0007202
LYAM2	GO:0019722
LYAM2	GO:0007157
LYAM2	GO:0006954
LYAM2	GO:0007159
LYAM2	GO:0002523
LYAM2	GO:0050901
LYAM2	GO:1903238
LYAM2	GO:0002092
LYAM2	GO:0050727
LYAM2	GO:0034097
LYAM2	GO:0070555
LYAM2	GO:0032496
LYAM2	GO:0034612
SCN5A	GO:0005901
SCN5A	GO:0009986
SCN5A	GO:0005783
SCN5A	GO:0016021
SCN5A	GO:0014704
SCN5A	GO:0016328
SCN5A	GO:0005730
SCN5A	GO:0005654
SCN5A	GO:0048471
SCN5A	GO:0005886
SCN5A	GO:0042383
SCN5A	GO:0030315
SCN5A	GO:0001518
SCN5A	GO:0030018
SCN5A	GO:0030506
SCN5A	GO:0005516
SCN5A	GO:0019899
SCN5A	GO:0017134
SCN5A	GO:0050998
SCN5A	GO:0019904
SCN5A	GO:0019901
SCN5A	GO:0097110
SCN5A	GO:0044325
SCN5A	GO:0031625
SCN5A	GO:0005244
SCN5A	GO:0005248
SCN5A	GO:0086060
SCN5A	GO:0086061
SCN5A	GO:0086006
SCN5A	GO:0086062
SCN5A	GO:0086063
SCN5A	GO:0086014
SCN5A	GO:0086016
SCN5A	GO:0086067
SCN5A	GO:0003360
SCN5A	GO:0086043
SCN5A	GO:0003161
SCN5A	GO:0086002
SCN5A	GO:0060048
SCN5A	GO:0003231
SCN5A	GO:0071277
SCN5A	GO:0021549
SCN5A	GO:0051899
SCN5A	GO:0086010
SCN5A	GO:0098912
SCN5A	GO:0086045
SCN5A	GO:0086048
SCN5A	GO:0086012
SCN5A	GO:0086047
SCN5A	GO:0086046
SCN5A	GO:0019228
SCN5A	GO:0042475
SCN5A	GO:0045760
SCN5A	GO:0050679
SCN5A	GO:0010765
SCN5A	GO:0060371
SCN5A	GO:0060372
SCN5A	GO:0086004
SCN5A	GO:0002027
SCN5A	GO:0086091
SCN5A	GO:1902305
SCN5A	GO:0060373
SCN5A	GO:0060307
SCN5A	GO:0014894
SCN5A	GO:0086015
SCN5A	GO:0035725
SCN5A	GO:0006814
SCN5A	GO:0021537
SCN5A	GO:0086005
HCK	GO:0005901
HCK	GO:0042995
HCK	GO:0005856
HCK	GO:0005829
HCK	GO:0031234
HCK	GO:0005925
HCK	GO:0005794
HCK	GO:0043231
HCK	GO:0005764
HCK	GO:0005634
HCK	GO:0005886
HCK	GO:0030133
HCK	GO:0005524
HCK	GO:0004715
HCK	GO:0001784
HCK	GO:0004712
HCK	GO:0004713
HCK	GO:0005102
HCK	GO:0007155
HCK	GO:0030154
HCK	GO:0019221
HCK	GO:0038096
HCK	GO:0006954
HCK	GO:0045087
HCK	GO:0002758
HCK	GO:0007229
HCK	GO:0060333
HCK	GO:0043299
HCK	GO:0002522
HCK	GO:0031663
HCK	GO:0007498
HCK	GO:0043066
HCK	GO:0002862
HCK	GO:0018108
HCK	GO:2000251
HCK	GO:0030838
HCK	GO:0008284
HCK	GO:0046777
HCK	GO:0006468
HCK	GO:0008360
HCK	GO:0051090
HCK	GO:0050727
HCK	GO:0050764
HCK	GO:0071801
HCK	GO:0045728
HCK	GO:0007169
TRPC7	GO:0034703
TRPC7	GO:0005801
TRPC7	GO:0005887
TRPC7	GO:0005635
TRPC7	GO:0048471
TRPC7	GO:0005886
TRPC7	GO:0005262
TRPC7	GO:0070679
TRPC7	GO:0015279
TRPC7	GO:0070588
TRPC7	GO:0006828
TRPC7	GO:0051480
TRPC7	GO:0007338
NEUR2	GO:1902494
NEUR2	GO:0005737
NEUR2	GO:0005829
NEUR2	GO:0043231
NEUR2	GO:0016020
NEUR2	GO:0052794
NEUR2	GO:0052795
NEUR2	GO:0052796
NEUR2	GO:0004308
NEUR2	GO:0051692
NEUR2	GO:0006689
NEUR2	GO:0006516
NEUR2	GO:0006687
NEUR2	GO:0009313
LIPL	GO:1902494
LIPL	GO:0009986
LIPL	GO:0042627
LIPL	GO:0005576
LIPL	GO:0005615
LIPL	GO:0005886
LIPL	GO:0034361
LIPL	GO:0052740
LIPL	GO:0034185
LIPL	GO:0005509
LIPL	GO:0043395
LIPL	GO:0008201
LIPL	GO:0016298
LIPL	GO:0004465
LIPL	GO:0071813
LIPL	GO:0052739
LIPL	GO:0008970
LIPL	GO:0004620
LIPL	GO:0042803
LIPL	GO:0043495
LIPL	GO:0005102
LIPL	GO:0017129
LIPL	GO:0004806
LIPL	GO:0071398
LIPL	GO:0031670
LIPL	GO:0042632
LIPL	GO:0034371
LIPL	GO:0006633
LIPL	GO:0006631
LIPL	GO:0016042
LIPL	GO:0055096
LIPL	GO:1900077
LIPL	GO:0006644
LIPL	GO:2000343
LIPL	GO:0032722
LIPL	GO:0010886
LIPL	GO:0045600
LIPL	GO:0050729
LIPL	GO:0032731
LIPL	GO:0032755
LIPL	GO:0010884
LIPL	GO:0010744
LIPL	GO:0010890
LIPL	GO:0032760
LIPL	GO:0009617
LIPL	GO:0009409
LIPL	GO:0009749
LIPL	GO:0009410
LIPL	GO:0019432
LIPL	GO:0019433
LIPL	GO:0070328
LIPL	GO:0006641
LIPL	GO:0034372
CASP3	GO:0008303
CASP3	GO:0005737
CASP3	GO:0005829
CASP3	GO:0031264
CASP3	GO:0045121
CASP3	GO:0043025
CASP3	GO:0005654
CASP3	GO:0005634
CASP3	GO:0004190
CASP3	GO:0004861
CASP3	GO:0004197
CASP3	GO:0097153
CASP3	GO:0097199
CASP3	GO:0097200
CASP3	GO:0005123
CASP3	GO:0008233
CASP3	GO:0016005
CASP3	GO:0002020
CASP3	GO:0044877
CASP3	GO:0061713
CASP3	GO:0006915
CASP3	GO:0097190
CASP3	GO:0007413
CASP3	GO:0001782
CASP3	GO:0045165
CASP3	GO:0006974
CASP3	GO:0072734
CASP3	GO:0030218
CASP3	GO:0097194
CASP3	GO:0034349
CASP3	GO:0007507
CASP3	GO:0021766
CASP3	GO:0008627
CASP3	GO:0030216
CASP3	GO:0007611
CASP3	GO:0071887
CASP3	GO:0001554
CASP3	GO:0046007
CASP3	GO:0043066
CASP3	GO:0030889
CASP3	GO:0051402
CASP3	GO:0030182
CASP3	GO:0048011
CASP3	GO:0030220
CASP3	GO:1902004
CASP3	GO:1902512
CASP3	GO:0043065
CASP3	GO:0043525
CASP3	GO:0016485
CASP3	GO:0006508
CASP3	GO:0016241
CASP3	GO:0031647
CASP3	GO:0043200
CASP3	GO:0046677
CASP3	GO:0032025
CASP3	GO:0032355
CASP3	GO:0051384
CASP3	GO:0009749
CASP3	GO:0042542
CASP3	GO:0001666
CASP3	GO:0032496
CASP3	GO:0035094
CASP3	GO:0034612
CASP3	GO:0009411
CASP3	GO:0010165
CASP3	GO:0009410
CASP3	GO:0007605
CASP3	GO:0051146
CASP3	GO:0043029
CASP3	GO:0042060
TNNC1	GO:1990584
TNNC1	GO:0005829
TNNC1	GO:0005861
TNNC1	GO:0051015
TNNC1	GO:0005509
TNNC1	GO:0048306
TNNC1	GO:0042803
TNNC1	GO:0031013
TNNC1	GO:0031014
TNNC1	GO:0060048
TNNC1	GO:0002086
TNNC1	GO:0043462
TNNC1	GO:0006937
TNNC1	GO:0032972
TNNC1	GO:0010038
TNNC1	GO:0003009
TNNC1	GO:0014883
TNNC1	GO:0055010
CAH10	GO:0004089
CAH10	GO:0016836
CAH10	GO:0008270
CAH10	GO:0007420
CAH10	GO:0006730
5HT1B	GO:0044305
5HT1B	GO:0005737
5HT1B	GO:0030425
5HT1B	GO:0098666
5HT1B	GO:0005887
5HT1B	GO:0099056
5HT1B	GO:0005886
5HT1B	GO:0099154
5HT1B	GO:0004993
5HT1B	GO:0030594
5HT1B	GO:0051378
5HT1B	GO:0099626
5HT1B	GO:0007193
5HT1B	GO:0007198
5HT1B	GO:0046849
5HT1B	GO:0071312
5HT1B	GO:0071502
5HT1B	GO:0071466
5HT1B	GO:0007268
5HT1B	GO:0042756
5HT1B	GO:0002031
5HT1B	GO:0007187
5HT1B	GO:0014053
5HT1B	GO:0014063
5HT1B	GO:0032229
5HT1B	GO:0051967
5HT1B	GO:1904707
5HT1B	GO:0099171
5HT1B	GO:0007205
5HT1B	GO:0050795
5HT1B	GO:0014059
5HT1B	GO:2000300
5HT1B	GO:0042220
5HT1B	GO:0045471
5HT1B	GO:0051385
5HT1B	GO:0042310
KPCB	GO:0044305
KPCB	GO:0005737
KPCB	GO:0005829
KPCB	GO:0070062
KPCB	GO:0005654
KPCB	GO:0005634
KPCB	GO:0005886
KPCB	GO:0099523
KPCB	GO:0008091
KPCB	GO:0050681
KPCB	GO:0005524
KPCB	GO:0005246
KPCB	GO:0004698
KPCB	GO:0003682
KPCB	GO:0042393
KPCB	GO:0035403
KPCB	GO:0030374
KPCB	GO:0004697
KPCB	GO:0005080
KPCB	GO:0106310
KPCB	GO:0004674
KPCB	GO:0004712
KPCB	GO:0008270
KPCB	GO:0002250
KPCB	GO:0006915
KPCB	GO:0042113
KPCB	GO:0050853
KPCB	GO:0006816
KPCB	GO:0006874
KPCB	GO:0071322
KPCB	GO:0006325
KPCB	GO:0035408
KPCB	GO:0035556
KPCB	GO:0042953
KPCB	GO:0007077
KPCB	GO:0010829
KPCB	GO:0046627
KPCB	GO:0018105
KPCB	GO:0045766
KPCB	GO:0050861
KPCB	GO:0043123
KPCB	GO:0051092
KPCB	GO:0030949
KPCB	GO:0099171
KPCB	GO:0006468
KPCB	GO:0010827
KPCB	GO:2000300
KPCB	GO:0006357
KPCB	GO:0007165
KPCG	GO:0044305
KPCG	GO:0005911
KPCG	GO:0005829
KPCG	GO:0030425
KPCG	GO:0005634
KPCG	GO:0048471
KPCG	GO:0005886
KPCG	GO:0099524
KPCG	GO:0014069
KPCG	GO:0099523
KPCG	GO:0097060
KPCG	GO:0005524
KPCG	GO:0004698
KPCG	GO:0004672
KPCG	GO:0004697
KPCG	GO:0106310
KPCG	GO:0004674
KPCG	GO:0004712
KPCG	GO:0008270
KPCG	GO:0007268
KPCG	GO:0007635
KPCG	GO:0060384
KPCG	GO:0035556
KPCG	GO:0007611
KPCG	GO:0060291
KPCG	GO:0043524
KPCG	GO:1901799
KPCG	GO:0042177
KPCG	GO:0031397
KPCG	GO:0018105
KPCG	GO:0016310
KPCG	GO:0032425
KPCG	GO:0099171
KPCG	GO:0046777
KPCG	GO:0006468
KPCG	GO:0042752
KPCG	GO:0050764
