	lormetazepam	fluticasone	vinflunine	isosorbide	aliskiren	pitavastatin	lanreotide	methyltestosterone	amisulpride	mianserin	milnacipran	celiprolol	ixabepilone	thymidine	nitrazepam	quazepam	flunitrazepam	tiotropium	varenicline	dasatinib	bepridil	aripiprazole	ketamine	estazolam	zopiclone	captopril	brinzolamide	desflurane	naloxone	phenobarbital	orphenadrine	procarbazine	itraconazole	bupropion	doxepin	carvedilol	pioglitazone	amiodarone	atovaquone	nifedipine	chlorpheniramine	miconazole	sibutramine	rosuvastatin	iloprost	diphenhydramine	promethazine	clonazepam	ibuprofen	memantine	thalidomide	probenecid	ketoconazole	felodipine	minocycline	dopamine	cyclopentolate	azelastine	zaleplon	pindolol	hydrocodone	maprotiline	misoprostol	cyclobenzaprine	buprenorphine	ketotifen	amantadine	quinidine	ondansetron	triazolam	ranitidine	donepezil	oxazepam	dobutamine	diazepam	fentanyl	tropicamide	dicyclomine	alfentanil	gentamicin	estradiol	roxithromycin	tetracycline	isoflurane	epinastine	etodolac	scopolamine	modafinil	nitroglycerin	trimipramine	lisinopril	norethisterone	paroxetine	apomorphine	flurbiprofen	ibandronate	sufentanil	tizanidine	flurazepam	fludrocortisone	midazolam	tamoxifen	verapamil	trazodone	pentazocine	dyphylline	mitotane	simvastatin	testosterone	fluphenazine	nicardipine	oxandrolone	rifabutin	butorphanol	chloroquine	sulindac	ivermectin	labetalol	valdecoxib	atropine	propranolol	carbamazepine	methotrexate	lamotrigine	pyridostigmine	nortriptyline	cisplatin	haloperidol	oxycodone	buspirone	celecoxib	lenalidomide	chlordiazepoxide	fluoxetine	meperidine	lansoprazole	cerivastatin	prochlorperazine	zolpidem	methylphenidate	spironolactone	alprazolam	nisoldipine	progesterone	carisoprodol	nimodipine	amlodipine	trihexyphenidyl	meprobamate	mirtazapine	levonorgestrel	mefloquine	minoxidil	clobazam	methadone	metformin	indomethacin	hydromorphone	amitriptyline	codeine	acetaminophen	zolmitriptan	pentobarbital	bupivacaine	morphine	bleomycin	atomoxetine	venlafaxine	acarbose	theophylline	topiramate	isradipine	ropinirole	phenytoin	ziprasidone	ranolazine	temazepam	pregabalin	torasemide	midodrine	adapalene	succinylcholine	hydroxocobalamin	oseltamivir	troglitazone	tramadol	phentermine	lorazepam	amphetamine	ramipril	goserelin	zuclopenthixol	zonisamide	zanamivir	zafirlukast	voriconazole	vinorelbine	vincristine	vinblastine	vigabatrin	vecuronium	vasopressin	vardenafil	tropisetron	trimethoprim	trifluoperazine	triamterene	triamcinolone	treprostinil	travoprost	tranylcypromine	tolterodine	tolbutamide	tirofiban	thiothixene	thiotepa	tetrabenazine	terbinafine	terazosin	tenoxicam	telithromycin	tegaserod	tamsulosin	tadalafil	sumatriptan	sulfasalazine	sorafenib	sildenafil	sevoflurane	sertraline	saquinavir	rofecoxib	rocuronium	rizatriptan	rivastigmine	rivaroxaban	ritonavir	risperidone	ribavirin	repaglinide	ramelteon	quetiapine	pyrimethamine	pyrazinamide	propylthiouracil	primidone	prednisone	prednisolone	prazosin	pravastatin	pramipexole	posaconazole	piroxicam	pimozide	pilocarpine	phenylephrine	phenelzine	perphenazine	pergolide	pentoxifylline	pemetrexed	pancuronium	paclitaxel	oxybutynin	oxaprozin	orlistat	olanzapine	octreotide	norepinephrine	nicotine	nicorandil	nevirapine	nepafenac	neostigmine	nelfinavir	nelarabine	nefazodone	nateglinide	naratriptan	naproxen	naltrexone	nalbuphine	nabumetone	moxonidine	montelukast	moclobemide	miglitol	mifepristone	mexiletine	metronidazole	metoclopramide	methylprednisolone	methylergometrine	methyldopa	methocarbamol	methimazole	meloxicam	melatonin	mebeverine	mebendazole	loxapine	lovastatin	loperamide	linezolid	levocabastine	levetiracetam	letrozole	leflunomide	latanoprost	ketorolac	ketoprofen	isoniazid	indinavir	indapamide	imipramine	imatinib	ifosfamide	hydroxyurea	hydrochlorothiazide	guanfacine	glipizide	glimepiride	gemfibrozil	gemcitabine	galantamine	gabapentin	furosemide	frovatriptan	fluvastatin	flutamide	fluorometholone	fluocinonide	flunisolide	flumazenil	fludarabine	fluconazole	flavoxate	finasteride	felbamate	ezetimibe	exemestane	etoricoxib	ethosuximide	erythromycin	eplerenone	epinephrine	ephedrine	eletriptan	efavirenz	dutasteride	duloxetine	droperidol	doxazosin	docetaxel	disulfiram	disopyramide	dipyridamole	diltiazem	dihydroergotamine	digoxin	diflunisal	didanosine	diclofenac	dexmedetomidine	dexamethasone	desoximetasone	desipramine	delavirdine	darifenacin	dapsone	danazol	dacarbazine	cyproheptadine	cyclophosphamide	cortisone	colchicine	clozapine	clotrimazole	clonidine	clomipramine	clofarabine	clarithromycin	citalopram	cisatracurium	ciclopirox	ciclesonide	chlorzoxazone	chlorthalidone	chlorpromazine	chloramphenicol	carbimazole	capecitabine	caffeine	cabergoline	bumetanide	budesonide	bromocriptine	brimonidine	bortezomib	bimatoprost	bicalutamide	bethanechol	balsalazide	baclofen	azithromycin	azathioprine	auranofin	atorvastatin	argatroban	aprepitant	anastrozole	amoxicillin	amoxapine	aminophylline	amiloride	amifostine	almotriptan	alfuzosin	albendazole	adenosine	acyclovir	acetazolamide	acamprosate	allopurinol	gliclazide	capsaicin	olsalazine	hydroxychloroquine	imiquimod	acitretin	perindopril	dantrolene	flecainide	bezafibrate	rosiglitazone	bexarotene	tazarotene	telmisartan	fenofibrate	milrinone	anagrelide	hydralazine	econazole	pimecrolimus	temsirolimus	everolimus	irbesartan	cefazolin	olopatadine	betahistine	nizatidine	famotidine	cimetidine	loratadine	hydroxyzine	fexofenadine	desloratadine	clemastine	cetirizine	lapatinib	lidocaine	gefitinib	erlotinib	bosentan	ambrisentan	domperidone	pyridoxine	tolcapone	entacapone	rabeprazole	pantoprazole	omeprazole	valsartan	olmesartan	losartan	eprosartan	candesartan	nebivolol	salbutamol	formoterol	salmeterol	terbutaline	nadolol	levobunolol	carteolol	pirbuterol	acebutolol	bisoprolol	atenolol	timolol	sotalol	propafenone	metoprolol	betaxolol	trandolapril	quinapril	fosinopril	cilazapril	benazepril	chlorpropamide	acenocoumarol	alosetron	benzonatate	calcipotriol	cefadroxil	cefdinir	cinacalcet	ciprofloxacin	clopidogrel	dexrazoxane	dofetilide	dolasetron	doripenem	doxercalciferol	doxorubicin	doxycycline	estramustine	etoposide	fluorescein	fluvoxamine	fosphenytoin	granisetron	idarubicin	irinotecan	lubiprostone	metolazone	mitoxantrone	moxifloxacin	norfloxacin	oxcarbazepine	palonosetron	paricalcitol	raloxifene	reboxetine	riluzole	ropivacaine	saxagliptin	sitagliptin	tacrolimus	temozolomide	thiamine	tiagabine	tibolone	ticlopidine	topotecan	toremifene	vildagliptin	warfarin	zidovudine	ampicillin	cefotaxime	oxacillin	rifampicin	streptomycin	ofloxacin	ceftriaxone	rifaximin	lacosamide
lormetazepam	1	0.054070674	0	0	0	0	1	0	0.345963378	0.178243355	0.131332599	0.180596493	0	0	1	1	1	0.28113198	0.584044557	0	0	0.091844611	0.105939659	1	1	0.074304848	0	0.089216184	0.061877175	0.114432511	0.131332599	0	0	0.234498143	0.204076586	0.050411452	0	0.064540793	0	0.083952117	0.222955867	0	0	0	0.13034508	0.28113198	0.204076586	1	0	0.125589952	0	0	0	0	0	0.079571818	0.28113198	0.06473742	1	0.180596493	1	0.204076586	0.335824506	0.067249652	1	0.098994279	0.10362694	0.335824506	0.584044557	1	0.181266808	0.047335376	1	0.165303938	1	0.190589315	0.28113198	0.28113198	1	0	0.08172142	0.190589315	0	0.089216184	0.264533434	0	0.129745662	0.195919186	0	0.125488891	0	0.121287108	0.146936584	0.345963378	0	0	1	0.335824506	1	0.214086511	1	0	0.057681969	0.264533434	1	0.194491621	0	0	0	0.137737486	0.071305366	0	0	1	0	0	0.584044557	0.165303938	0	0.28113198	0.180596493	1	0	0.095535645	0	0.146936584	0	0.095879956	1	0.264533434	0	0	1	0.185886052	0.086265221	0	0	0.264533434	1	0.234498143	0.058583596	1	0	0.097778749	1	0	0	0.28113198	1	0.264533434	0.109254255	0.335824506	0	1	0.131332599	0	0	1	0.086484377	1	0.125014626	0.345963378	0.114432511	0.584044557	0.142981011	0	0.097643686	0	0	0.065089156	0.064984876	0	0.264533434	0.083952117	0.204076586	0.079118178	1	0	0	0.335824506	0	0.28113198	0	0	0	0.116944181	0	1	0.065810234	0.109844187	0.236885059	0.264533434	0	0	0.584044557	0	0	0	0	0	1	0.115045181	0	0.584044557	0	0.129515967	0	1	0.104992865	0.584044557	0	0.28113198	0	0	0.345963378	0	0.205809341	0	0.055025793	0	0	0.345963378	0.335824506	0	0.584044557	0	0	0	0.089216184	0	0	0	0.28113198	1	0	0	0	0.264533434	0	0	1	0.204076586	0	0	0	0.139408997	0.163045891	0.214086511	0.335824506	0	0.345963378	0	0	0.226628275	0.28113198	0.335824506	0	0.345963378	0.264533434	0.035689171	0	0.28113198	0	0.28113198	0	0.11502453	0.146936584	1	0.110916825	0.129824646	0	0	0	0	0	0	0.083260902	0	1	0	1	1	0	1	0.249761853	0	0	0.121287108	0	0	0.235207277	1	0.345963378	0.098612581	0	0	0	0.089504609	0.28113198	0	0.125488891	0	0.088884797	0	0.584044557	0	0	0	0.584044557	0	0	0	0	0	0.155800823	0	0	0	0	1	0	0	0	0	0.181266808	0.063735408	0.102200798	1	0	0	1	0.079475757	1	1	0	0	0.28113198	0	0.106782982	0	0	0	0	1	0	0.040382687	0.124903741	0.345963378	0	0	0.197873596	0.264533434	0.335824506	0	0	0.28113198	0	0	0.345963378	0	0	0	0	1	0.090966816	0.065001056	0.086585813	0	0.28113198	0	0.079118641	0	0.204076586	0	1	0.174201651	0.094273567	0	0.335824506	0.093639475	0	0	0.167193999	1	0	1	0	0	0.094882009	0	0	0	0.027027304	0.165303938	0.127468211	1	0.264533434	1	0	0.139866729	0	0.28113198	0	1	1	0	0	0	0.152244699	0.584044557	0	0	0.155800823	0.07268409	0	0	1	0.335824506	0	0.335824506	0	0	0.09469773	0	0	0.127468211	0	0	0	0	0	0	0	0	0	0	0	0.103966587	0	0	0	0	1	0	0	0	0.054058199	0	0.584044557	0.584044557	0.584044557	0.584044557	0.584044557	0.584044557	0.584044557	0.584044557	0.584044557	0.584044557	0.584044557	0	0	0	0	0.152707055	0.152707055	0.394568708	0	0	0	0	0	0	0.178202787	0.178202787	0.178202787	0.178202787	0.178202787	0.180596493	0.180596493	0.180596493	0.180596493	0.180596493	0.180596493	0.180596493	0.180596493	0.180596493	0.180596493	0.180596493	0.180596493	0.180596493	0.180596493	0.180596493	0.180596493	0.180596493	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
fluticasone	0.054070674	1	0	0	0	0	0.054070674	0.195049658	0.018706473	0.066841063	0.007101242	0.009764974	0	0	0.054070674	0.054070674	0.054070674	0.015200996	0.031579683	0.215361385	0.17501904	0.034441629	0.111066366	0.054070674	0.054070674	0.116465381	0	0.093533597	0.003345741	0.11997021	0.007101242	0	0	0.012679473	0.076528496	0.061110401	0	0.114952179	0	0.149525258	0.012055374	0.161064281	0	0	0.048879262	0.015200996	0.076528496	0.054070674	0.073616718	0.006790733	0.1165749	0	0.167489349	0.17447568	0.283685479	0.004302502	0.015200996	0.828469156	0.054070674	0.009764974	0.054070674	0.076528496	0.125933822	0.003636234	0.054070674	0.005352687	0.005603178	0.125933822	0.031579683	0.054070674	0.279361043	0.148467318	0.054070674	0.061988796	0.054070674	0.010305293	0.015200996	0.015200996	0.054070674	0	0.030645443	0.010305293	0	0.093533597	0.099199748	0.126382507	0.007015435	0.07346948	0.066196063	0.047058197	0	0.312476258	0.055101058	0.018706473	0.194737864	0	0.054070674	0.125933822	0.054070674	0.252564599	0.054070674	0.325277029	0.218814304	0.099199748	0.054070674	0.072934145	0.277227673	0	0.300344487	0.186372491	0.12700041	0.195049658	0.110865904	0.054070674	0.071993981	0.308351915	0.031579683	0.061988796	0.138953218	0.015200996	0.009764974	0.054070674	0	0.188237479	0.283562848	0.055101058	0	0.035954878	0.054070674	0.099199748	0.201424221	0.13202681	0.054070674	0.010050984	0.004664419	0.079488686	0	0.099199748	0.054070674	0.012679473	0.376301498	0.054070674	0.145499555	0.361976548	0.054070674	0.19135131	0.102038561	0.015200996	0.054070674	0.099199748	0.281475594	0.125933822	0.186785151	0.054070674	0.007101242	0.111219804	0.617619132	0.054070674	0.084410104	0.054070674	0.199969751	0.018706473	0.11997021	0.031579683	0.00773108	0	0.00527966	0	0	0.104027763	0.180359018	0.145499555	0.099199748	0.149525258	0.076528496	0.140915636	0.054070674	0.067866847	0	0.125933822	0.056300611	0.015200996	0	0	0.082750283	0.006323251	0	0.054070674	0.024678766	0.005939349	0.203515751	0.099199748	0.036975009	0	0.031579683	0.153870452	0	0	0.07595871	0	0.054070674	0.043141817	0	0.031579683	0	0.048568346	0.161934562	0.054070674	0.03937221	0.031579683	0	0.015200996	0.144507117	0	0.018706473	0.153870452	0.01112825	0	0.053706034	0.194737864	0.087698482	0.018706473	0.125933822	0	0.031579683	0.380926661	0.274765929	0	0.093533597	0	0.095866588	0.194737864	0.015200996	0.054070674	0.283562848	0	0.141970568	0.099199748	0	0	0.054070674	0.076528496	0	0	0	0.146155377	0.192350372	0.252564599	0.125933822	0	0.018706473	0.095866588	0.194737864	0.148461328	0.015200996	0.125933822	0	0.018706473	0.099199748	0.124850722	0	0.015200996	0.038891025	0.015200996	0.194737864	0.006219454	0.055101058	0.054070674	0.041593688	0.292030928	0	0.141970568	0.194737864	0.283562848	0.141970568	0	0.115987441	0	0.054070674	0.194737864	0.054070674	0.054070674	0.194737864	0.054070674	0.190402762	0	0	0.312476258	0	0.153870452	0.012717816	0.054070674	0.018706473	0.005332049	0	0	0.194737864	0.004839575	0.015200996	0	0.047058197	0	0.146607424	0	0.031579683	0.056966339	0	0.071852944	0.031579683	0.194737864	0.125228061	0.141970568	0.095866588	0	0.058425138	0.026598867	0.153870452	0	0.039307719	0.054070674	0	0.144507117	0	0	0.279361043	0.176891246	0.005526066	0.054070674	0	0.195049658	0.054070674	0.004297308	0.054070674	0.054070674	0	0	0.015200996	0	0.005773828	0	0	0.194737864	0.11702227	0.054070674	0.246708814	0.091872398	0.232581709	0.018706473	0.141970568	0	0.010699159	0.099199748	0.125933822	0.042118808	0	0.015200996	0.084859434	0.145499555	0.018706473	0.133758852	0.194737864	0	0.671931132	0.054070674	0.107316418	0.831843008	0.032469585	0.095866588	0.015200996	0	0.267531578	0	0.076528496	0.153870452	0.054070674	0.009419201	0.035352484	0.095866588	0.125933822	0.00506315	0	0.095866588	0.062697567	0.054070674	0.133758852	0.054070674	0.131730049	0	0.035580649	0	0	0	0.270477967	0.061988796	0.006892292	0.054070674	0.099199748	0.054070674	0	0.106625616	0.195049658	0.015200996	0.142579764	0.054070674	0.054070674	0.188366741	0.026793708	0	0.008231973	0.031579683	0	0.181665264	0.058425138	0.116166253	0.082260703	0	0.054070674	0.125933822	0	0.125933822	0	0	0.09928041	0	0.055724668	0.006892292	0	0	0	0	0	0.174794976	0	0	0	0	0	0.038987356	0	0.153513681	0.153513681	0	0.054070674	0	0	0	0.096281863	0	0.031579683	0.031579683	0.031579683	0.031579683	0.031579683	0.031579683	0.031579683	0.031579683	0.031579683	0.031579683	0.031579683	0.06761095	0.06761095	0.06761095	0.06761095	0.057264979	0.057264979	0.021334596	0	0	0	0	0	0	0.06682585	0.06682585	0.06682585	0.06682585	0.06682585	0.009764974	0.009764974	0.009764974	0.009764974	0.009764974	0.009764974	0.009764974	0.009764974	0.009764974	0.009764974	0.009764974	0.009764974	0.009764974	0.009764974	0.009764974	0.009764974	0.009764974	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
vinflunine	0	0	1	0	0	0	0	0	0.331920094	0.171008133	0	0.173265753	1	0	0	0	0	0	0	0.15589546	0	0.088116471	0.101639375	0	0	0	0	0	0.290407755	0	0	0	0	0	0.195792745	0.04836516	0	0.061920965	0	0	0	0	0	0	0	0	0.195792745	0	0	0.120492027	0	0	0	0	0.02416542	0.076341853	0	0	0	0.173265753	0	0.195792745	0	0.380142237	0	0	0.099420534	0	0	0	0	0.045413946	0	0.15859395	0	0	0	0	0	0	0	0	0	0	0.25379554	0	0	0	0	0.120395068	0	0	0.140972161	0.331920094	0	0	0	0	0	0	0	0.174209026	0	0.25379554	0	0	0	0	0	0.132146471	0	0	0	0	0	0.024089147	0	0.15859395	0	0	0.173265753	0	0	0.091657679	0	0.140972161	0	0.091988014	0	0.25379554	0	0	0	0.178340598	0	0	0	0.25379554	0	0	0	0	0	0	0	0	0	0	0	0.25379554	0	0	0	0	0	0	0	0	0.082973819	0	0	0.331920094	0	0	0.671051882	0	0	0	0	0	0	0	0.25379554	0	0.195792745	0.075906627	0	0	0	0	0	0	0	0	0	0.112197204	0	0	0.063138877	0	0	0.25379554	0	0	0	0	1	1	0.3053683	0	0	0	0	0	0	0.124258678	0	0	0	0	0	0	0	0	0.331920094	0	0.197455165	0	0	0	0	0.331920094	0	0	0	0	0.032425327	0	0	0	0	0	0	0	0	0	0	0.25379554	0	0	0	0.195792745	0	0	0	0	0	0	0	0	0.331920094	0	0	0.217429021	0	0	0	0.331920094	0.25379554	0	0	0	0.365779118	0	0	0	0.140972161	0	0.106414509	0	0	0	0	0	0	0	0.07988119	0	0	0	0	0	0	0	0	0	0	0	0	0	0.225659785	0	0.331920094	0	0	0	0	0.085871454	0	1	0.120395068	0	0	0	0	0	0	0	0	0	0	0	0	0	0.149476584	0.250168517	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.03874348	0.11983367	0.331920094	0	0	0.189841546	0.25379554	0	0.396137169	0	0	0	0	0.331920094	0	0	0	0	0	0	0	0.083071137	0	0	0	0	0	0.195792745	0	0	0.98471	0.090446831	0	0	0.089838478	0	0	0	0	0	0	0	0	0.091030575	0	0	0	0.025930217	0.15859395	0	0	0.25379554	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.149476584	0	0	0	0	0	1	0	0	0	0.090853777	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.046132898	0.046132898	0.046132898	0.046132898	0	0	0.378552446	0	0	0	0	0	0	0	0	0	0	0	0.173265753	0.173265753	0.173265753	0.173265753	0.173265753	0.173265753	0.173265753	0.173265753	0.173265753	0.173265753	0.173265753	0.173265753	0.173265753	0.173265753	0.173265753	0.173265753	0.173265753	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
isosorbide	0	0	0	1	0	0	0	0.199588141	0	0	0.135655536	0	0	0	0	0	0	0	0	0.254007694	0	0.094867764	0.109426763	0	0	0.031647937	0	0.092152819	0.055895794	0.118199165	0.135655536	0	0	0	0	0.171825776	0.027600301	0.027489229	0	0	0	0.084539292	0	0	0	0	0	0	0.462516606	0.129723865	0.32900705	0	0.171386549	0	0.326254359	0.082191	0	0	0	0	0	0	0	0	0	0	0.107037919	0	0	0	0	0.148381254	0	0	0	0	0	0	0	0	0	0	0	0.092152819	0	0.110061666	0	0	0	0	0	0.161221475	0	0	0.169589719	0	0	0	0	0	0	0.237386645	0	0	0	0	0.146101333	0.116652461	0.164653815	0.183088219	0	0.199588141	0.120474736	0	0.102636708	0.257212146	0	0	0.121009015	0	0	0	0	0.098680291	0	0	0.27295778	0.099035935	0	0	0.260460478	0.15536756	0	0.250187138	0.089104722	0	0	0	0	0	0.077872528	0	0	0.129972875	0	0	0	0	0	0	0.145226747	0	0	0	0.135655536	0	0.065231415	0	0.313524251	0	0.16825927	0	0.118199165	0	0	0	0.10085772	0	0	0.133259507	0.067123914	0	0	0	0	0	0	0	0	0	0.244166016	0	0	0	0.063716877	0.12079351	0	0	0	0	0	0	0	0	0	0	0	0	0.279720066	0	0	0	0	0	0	0	0	0	0.044718584	0	0	0	0	0.201093363	0	0	0	0	0.30463287	0.169589719	0	0	0	0	0	0.259805271	0.315128476	0	0.092152819	0	0	0.169589719	0	0	0	0	0	0	0	0.042404668	0	0	0	0	0.187408096	0.143997777	0	0	0	0.166641539	0	0	0.169589719	0	0	0	0	0	0	0.096673389	0	0	0.628322718	0	0.169589719	0	0	0	0	0	0	0	0.169589719	0	0	0	0	0.042404668	0	0.169589719	0	0	0.169589719	0	0	0	0	0.161221475	0	0	0	0	0	0	0	0.187408096	0.169589719	0	0	0	0	0.119360076	0	0	0	0	0	0	0	0.169589719	0.109056303	0	0	0	0	0.332414355	0	0	0	0	0.042404668	0	0	0	0	0.06583332	0	0	0.166641539	0.199588141	0	0.033850332	0	0	0	0	0	0.084705236	0.110297845	0	0	0.169589719	0	0	0	0.109386997	0	0	0	0.165994857	0	0	0	0.680470728	0	0	0	0	0	0	0.169589719	0	0.070967715	0	0.122433756	0	0	0	0	0	0.105168836	0	0	0	0	0	0.125313595	0	0	0.124470725	0	0	0	0	0	0	0	0	0	0	0.187408096	0	0.385462828	0	0	0	0	0	0	0	0.199588141	0	0.124167234	0	0	0.308242289	0.387467215	0.166641539	0	0	0	0	0	0.148808906	0	0	0	0	0	0	0	0	0.097814796	0	0.22686105	0	0.110635565	0	0	0.3576734	0	0	0	0.101318734	0.08257927	0.130027835	0.117518128	0.044281472	0	0	0	0.028074566	0	0.097232718	0.097232718	0.097232718	0.2799093	0.133280087	0	0	0	0	0	0	0	0	0	0	0	0.207331888	0.207331888	0.207331888	0.207331888	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
aliskiren	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.353420222	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.773579146	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.180221447	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.484433819	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.522457927	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.421347953	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.716980192	0	0	0.567574957	0	0	0	0	0	0	0.494501975	0	0	0	0	0	0	0	0	0.257119975	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.84759568	0.84759568	0.84759568	0.84759568	0.84759568	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.773579146	0.773579146	0.773579146	0.773579146	0.773579146	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
pitavastatin	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0.205250186	0	0.207261763	0	0.067054355	0.077344935	0	0	0.220117475	0	0	0	0	0	0	0	0	0.148993213	0.276112647	0	0	0	0	0	0	0	1	0	0.205250186	0.148993213	0	0	0	0.087717535	0	0	0	0.189292208	0	0.205250186	0	0	0	0	0.148993213	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.205250186	0.205250186	0	0	0	0	0	0	0	0	0.094725336	0	0	0.091617532	0	0	0.107276167	0	0	0.438029568	0	0	0	0	0	0.126196799	0	0	0	0	0	0.758648504	0	0	0.052058964	0	0	0	0.070572808	0.065096459	0	0	0	0.205250186	0	0	0	0	0	0.107276167	0	0.070000498	0	0	0	0.281244204	0	0	0.062980927	0	0.438029568	0	0	0	0	0	0	0	0	0	0	0.205250186	0	0	0	0	0	0	0	0	0	0	0.063140929	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.148993213	0	0	0	0	0	0	0.205250186	0	0	0	0.085379169	0	0	0	0.080195572	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.205250186	0	0.054234477	0	0	0	0	0	0	0	0	0	0	0	0.076366409	0.08762344	0	0	0	0	0	0.205250186	0	0	0	0	0	0	0	0	0.148993213	0	0	0	0	0	0	0	0.207939417	0	0	0	0	0.205250186	0	0	0	0	0.066472441	0	0.205250186	0	0.205250186	0	0	0.107276167	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.171721258	0	0	0	0	0	0	0	0.205250186	0	0.091617532	0.77625746	0	0	0	0	0	0.365467597	0	0	0	0	0	0	0.113747813	0.151375275	0	0	0	0	0	0	0	0	0	0	0	0	0.207939417	0	0	0	0	0	0	0	0.205250186	0	0	0	0	0	0	0	0	0.075214293	0	0	0	0	0	0	0	0	0	0.205250186	0	0	0	0	0	0	0	0	0	0	0.063214986	0	0.205250186	0	0	0	0.148993213	0	0	0	0.068827698	0	0	0	0	0	0.122065797	0	0	0	0	0	0.069271913	0.277669662	0	0	0.130403903	0	0	0	0	0	0	0	0	0.205250186	0	0	0	0.295765146	0	0.207939417	0.111151541	0	0	0	0.113747813	0	0.053352918	0	0	0	0	0	0	0	0	0	0	0	0.087984282	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.035105942	0.035105942	0.035105942	0.035105942	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
