	acamprosate	acarbose	acebutolol	acenocoumarol	acetazolamide	acitretin	acyclovir	adapalene	adenosine	albendazole	alfuzosin	allopurinol	almotriptan	alosetron	amantadine	ambrisentan	amifostine	amiloride	aminophylline	amiodarone	amisulpride	amitriptyline	amlodipine	amoxapine	amoxicillin	anagrelide	anastrozole	aprepitant	argatroban	aripiprazole	atomoxetine	atorvastatin	atropine	auranofin	azathioprine	azelastine	azithromycin	baclofen	balsalazide	benazepril	benzonatate	bepridil	betahistine	betaxolol	bethanechol	bexarotene	bezafibrate	bicalutamide	bimatoprost	bisoprolol	bortezomib	bosentan	brimonidine	brinzolamide	bromocriptine	budesonide	bumetanide	bupivacaine	bupropion	buspirone	cabergoline	caffeine	calcipotriol	candesartan	capecitabine	capsaicin	captopril	carbamazepine	carbimazole	carteolol	carvedilol	cefadroxil	cefazolin	cefdinir	celecoxib	celiprolol	cetirizine	chloramphenicol	chlorpromazine	chlorpropamide	chlorthalidone	chlorzoxazone	ciclesonide	ciclopirox	cilazapril	cimetidine	cinacalcet	ciprofloxacin	cisatracurium	cisplatin	citalopram	clarithromycin	clemastine	clofarabine	clomipramine	clonidine	clopidogrel	clotrimazole	clozapine	colchicine	cortisone	cyclobenzaprine	cyclophosphamide	cyproheptadine	dacarbazine	danazol	dantrolene	dapsone	darifenacin	dasatinib	delavirdine	desipramine	desloratadine	desoximetasone	dexamethasone	dexmedetomidine	dexrazoxane	diclofenac	didanosine	diflunisal	digoxin	dihydroergotamine	diltiazem	diphenhydramine	dipyridamole	disopyramide	disulfiram	dobutamine	docetaxel	dofetilide	dolasetron	domperidone	donepezil	dopamine	doripenem	doxazosin	doxepin	doxercalciferol	doxorubicin	doxycycline	droperidol	duloxetine	dutasteride	dyphylline	econazole	efavirenz	eletriptan	entacapone	ephedrine	epinastine	epinephrine	eplerenone	eprosartan	erlotinib	erythromycin	estradiol	estramustine	ethosuximide	etodolac	etoposide	etoricoxib	everolimus	exemestane	ezetimibe	famotidine	felbamate	felodipine	fenofibrate	fexofenadine	finasteride	flavoxate	flecainide	fluconazole	fludarabine	flumazenil	flunisolide	fluocinonide	fluorescein	fluorometholone	fluoxetine	fluphenazine	flutamide	fluvastatin	fluvoxamine	formoterol	fosinopril	fosphenytoin	frovatriptan	furosemide	gabapentin	galantamine	gefitinib	gemcitabine	gemfibrozil	glimepiride	glipizide	granisetron	guanfacine	haloperidol	hydrochlorothiazide	hydroxychloroquine	hydroxyurea	hydroxyzine	ibandronate	idarubicin	ifosfamide	iloprost	imatinib	imipramine	imiquimod	indapamide	indinavir	indomethacin	irbesartan	irinotecan	isoflurane	isoniazid	isradipine	ivermectin	ixabepilone	ketoconazole	ketoprofen	ketorolac	ketotifen	labetalol	lamotrigine	lansoprazole	lapatinib	latanoprost	leflunomide	lenalidomide	letrozole	levetiracetam	levobunolol	levocabastine	levonorgestrel	lidocaine	linezolid	lisinopril	loperamide	loratadine	losartan	lovastatin	loxapine	lubiprostone	maprotiline	mebendazole	mebeverine	melatonin	meloxicam	metformin	methimazole	methocarbamol	methotrexate	methyldopa	methylergometrine	methylprednisolone	metoclopramide	metolazone	metoprolol	metronidazole	mexiletine	mianserin	miconazole	mifepristone	miglitol	milnacipran	milrinone	minoxidil	mirtazapine	misoprostol	mitotane	mitoxantrone	moclobemide	montelukast	moxifloxacin	moxonidine	nabumetone	nadolol	nalbuphine	naloxone	naltrexone	naproxen	naratriptan	nateglinide	nebivolol	nefazodone	nelarabine	nelfinavir	neostigmine	nepafenac	nevirapine	nicardipine	nicorandil	nicotine	nifedipine	nimodipine	nisoldipine	nizatidine	norepinephrine	norfloxacin	nortriptyline	octreotide	olanzapine	olmesartan	olopatadine	olsalazine	omeprazole	ondansetron	orlistat	oxaprozin	oxcarbazepine	oxybutynin	paclitaxel	palonosetron	pancuronium	pantoprazole	paricalcitol	paroxetine	pemetrexed	pentoxifylline	pergolide	perindopril	perphenazine	phenelzine	phenylephrine	phenytoin	pilocarpine	pimozide	pindolol	pioglitazone	piroxicam	pitavastatin	posaconazole	pramipexole	pravastatin	prazosin	prednisolone	prednisone	primidone	probenecid	prochlorperazine	progesterone	promethazine	propafenone	propranolol	propylthiouracil	pyrazinamide	pyridoxine	pyrimethamine	quetiapine	quinapril	quinidine	rabeprazole	raloxifene	ramelteon	ramipril	ranitidine	ranolazine	reboxetine	repaglinide	ribavirin	riluzole	risperidone	ritonavir	rivaroxaban	rivastigmine	rizatriptan	rocuronium	rofecoxib	ropinirole	ropivacaine	rosiglitazone	rosuvastatin	roxithromycin	salmeterol	saquinavir	saxagliptin	scopolamine	sertraline	sevoflurane	sildenafil	simvastatin	sitagliptin	sorafenib	sotalol	spironolactone	sulfasalazine	sulindac	sumatriptan	tacrolimus	tadalafil	tamoxifen	tamsulosin	tazarotene	tegaserod	telithromycin	telmisartan	temozolomide	temsirolimus	tenoxicam	terazosin	terbinafine	terbutaline	tetrabenazine	thalidomide	thiamine	thiotepa	thiothixene	tiagabine	tibolone	ticlopidine	timolol	tiotropium	tirofiban	tizanidine	tolbutamide	tolcapone	tolterodine	topiramate	topotecan	torasemide	toremifene	trandolapril	tranylcypromine	travoprost	trazodone	treprostinil	triamcinolone	triamterene	trifluoperazine	trihexyphenidyl	trimethoprim	trimipramine	troglitazone	tropicamide	tropisetron	valdecoxib	valsartan	vardenafil	varenicline	vasopressin	vecuronium	venlafaxine	verapamil	vigabatrin	vildagliptin	vinblastine	vincristine	vinorelbine	voriconazole	warfarin	zafirlukast	zanamivir	zidovudine	ziprasidone	zolmitriptan	zonisamide	zuclopenthixol	goserelin	amphetamine	lorazepam	phentermine	tramadol	oseltamivir	hydroxocobalamin	succinylcholine	midodrine	pregabalin	temazepam	theophylline	bleomycin	morphine	pentobarbital	acetaminophen	codeine	hydromorphone	methadone	atenolol	pimecrolimus	clobazam	mefloquine	meprobamate	carisoprodol	alprazolam	ampicillin	methylphenidate	zolpidem	cerivastatin	meperidine	chlordiazepoxide	cefotaxime	oxycodone	pyridostigmine	chloroquine	butorphanol	rifabutin	oxandrolone	testosterone	pentazocine	midazolam	fludrocortisone	flurazepam	sufentanil	flurbiprofen	oxacillin	apomorphine	norethisterone	nitroglycerin	modafinil	tetracycline	gentamicin	alfentanil	dicyclomine	fentanyl	diazepam	oxazepam	triazolam	buprenorphine	hydrocodone	zaleplon	cyclopentolate	salbutamol	minocycline	memantine	rifampicin	ibuprofen	clonazepam	streptomycin	sibutramine	chlorpheniramine	atovaquone	gliclazide	ofloxacin	itraconazole	procarbazine	orphenadrine	phenobarbital	desflurane	zopiclone	ceftriaxone	estazolam	rifaximin	ketamine	hydralazine	pirbuterol	flunitrazepam	quazepam	nitrazepam	thymidine	lacosamide	methyltestosterone	lanreotide	aliskiren	isosorbide	vinflunine	fluticasone	lormetazepam
acamprosate	1	0.000720478	0.000577771	0	0	0	0	0	0.001371909	0	0	0	0.029937892	0.056802361	0.04977383	0.000498971	0.001825956	0.000490873	0.001380632	0.000716624	0.032343887	0.018613697	0	0.000625158	0.001052997	0	0	0.000529744	0.00059104	0.000625158	0.00061045	0	0.035353407	0	0	0	0.002438241	0.029458805	0	0.000416996	0.000507552	0	0.0254748	0.000577771	0.06956984	0	0	0.000464362	0.001358515	0.000577771	0	0.000498971	0.000991895	0	0.032343887	0	0.017727142	0.001682595	0.089870781	0.000606566	0.032343887	0.00058255	0	0.00064587	0	0.046604218	0.001167447	0.098996295	0.001307551	0.001098379	0.001423365	0.001854316	0	0	0.000920945	0.000988946	0.02403469	0.000745222	0.000647128	0.00095348	0.001368527	0.022811355	0	0.00060563	0.000416996	0.00067582	0.061368493	0	0.068523412	0	0.000625158	0.001423384	0.02403469	0	0.000625158	0.000991895	0.00061243	0.064951646	0.032343887	0	0	0.000847851	0	0.032343887	0	0	0.000999688	0	0.054222712	0	0	0.000647128	0.02403469	0	0	0.000991895	0	0	0	0	0.00060563	0.032343887	0.056802361	0.049129449	0	0	0	0.000606566	0	0.001689061	0.056802361	0.000538561	0.271432894	0.008992281	0.000761382	0.001402471	0.06956984	0	0	0	0.026164875	0.000625158	0	0.050560688	0.064951646	0	0.032343887	0.000885343	0.000847851	0.032343887	0.005825086	0	0.00064587	0	0.002438241	0	0.012055962	0	0	0	0	0	0	0.001147702	0.037307577	1	0.039163059	0	0.02403469	0.014101417	0.049129449	0.000507552	0	0	0.062026648	0	0	0.001052997	0	0.089870781	0.000464362	0.000464362	0	0.000625158	0.001098379	0.000416996	0.000507552	0.029937892	0.011610596	1	0.077184092	0.04817906	0	0.001854316	0.001048142	0.001048142	0.056802361	0.000991895	0.010842624	0.00115572	0.000516333	0	0.000710113	0	0	0	0.001133504	0.031686119	0	0.026290393	0.00115572	0	0	0.001169254	0	0.098996295	0	0.039163059	0.057385031	0	0.000464362	0	0	0	0.000606566	0.056802361	0.007907495	0.000596571	0.001358515	0.063786905	0.000596569	0	0.001537143	0.001098379	0.001771519	0	0	0	0.000827115	0	0.000710113	0.00064587	0.00089653	0.000625158	0.001298392	0.018613697	0	0.017593718	0.000936907	0	0	0.001307551	0	0	0.000991895	0.018613697	0	0.036564987	0.00115572	0.000577771	0	0.000821717	0.013326871	0.022811355	0	0.001027174	0.271432894	0	0.000827115	0.00061045	0.001682595	0.000464362	0	0	0.001177874	0	0.000991895	0	0.001098379	0.000550568	0	0	0	0.043713389	0.001048142	0.001098379	0.000625158	0	0	0.000715773	0	0	0.036667745	0.001048142	0	0.000796536	0.039163059	0.039163059	0.037307577	0	0	0.018613697	0.001460211	0.032343887	0.00064587	0	0	0.001298392	0.015903294	0	0	0	0.073581998	0	0.056802361	0.068523412	0	0	0.021329556	0	0.005825086	0.018613697	0	0.032343887	0	0.001402471	0.049741321	0.054222712	0.001692888	0.015903294	0	0	0.00089653	0	0.018613697	0.001382809	0.000991895	0	0	0	0.001714724	0.010842624	0.000464362	0.06956984	0.000507552	0.015903294	0.001307551	0.00061083	0	0	0.000847851	0.000416996	0.001402471	0.00124563	0	0.000936907	0.001167447	0.000715773	0.001689061	0.000847851	0.001048142	0	0.000587402	0.032343887	0	0.001210235	0.000770497	0.043713389	0.056802361	0	0.000606566	0	0.136658779	0.00089653	0.000623791	0.001098379	0	0.000699943	0.098996295	0.000847851	0	0.001423384	0.00089653	0.000699943	0.031686119	0.000710113	0.011402016	0	0.000479727	0.032343887	0	0	0.000464362	0.001402471	0	0.036564987	0	0	0	0	0	0.001402471	0	0.001098379	0	0	0	0	0.026164875	0.015780841	0.00048936	0.00061243	0.000577771	0.06956984	0.011427812	0.000606566	0.001048142	0.000885343	0.054222712	0.000716624	0	0.011610596	0	0.000416996	0	0.001358515	0.018613697	0.001413744	0	0.000974911	0	0.06956984	0	0.001196687	0.000637171	0.049129449	0.036564987	0.000920945	0.00064587	0	0.035353407	0.00061618	0.068523412	0.013326871	0.001402471	0	0.000699943	0	0	0	0	0	0.001427996	0	0.000464163	0.030891143	0.026164875	0	0.026164875	0.000862763	0	0.049741321	0.000847851	0.000847851	0.001056874	0.001205597	0.073581998	0.001402471	0.076798026	0.049741321	0.000950478	0	0.000550568	0.271432894	0	0.00061045	0.00061045	0.056802361	0.000577771	0	0.049741321	0.050560688	0.040222289	0.025599526	0.049741321	0.000973159	0.013326871	0.049741321	0	0.000550568	0.049741321	0.001052997	0.000550568	0.000770497	0.005825086	0.05607578	0.000737165	0.000464362	0	0.00061045	0.049741321	0	0.049741321	0.00061045	0	0.000973159	0.029937892	0.000464362	0.000804009	0.001196687	0.016081255	0	0.000550568	0.017593718	0.05607578	0.049741321	0.049741321	0.049741321	0.05607578	0.05607578	0.049741321	0.017593718	0.001098379	0.00046737	0.271432894	0	0.036041544	0.049741321	0	0.000625158	0.013326871	0	0	0	0	0	0.435926329	0.271432894	0.000715717	0.049741321	0.001052997	0.049741321	0	0.000770497	0	0.000577771	0.049741321	0.049741321	0.049741321	0	0	0.000464362	0.001460211	0.000827115	0	0	0	0.049741321
acarbose	0.000720478	1	0.017955687	0	0	0	0.003354255	0.003648774	0.010220538	0.00570798	0.006851478	0	0.000802038	0.00073089	0.000335982	0.000289011	0.001057618	0.002593573	0.00079968	0.000415078	0.000866494	0.021399537	0	0.0003621	0.005563612	0	0.005325055	0.000306835	0.003122819	0.0003621	0.015173528	0	0.014557846	0	0	0	0.001412261	0.000699471	0	0.012055868	0.016335481	0	0.000682471	0.017955687	0.000895173	0	0	0.000268965	0.000786869	0.017955687	0.013564014	0.000289011	0.000574518	0	0.000866494	0	0.000480959	0.000974581	0.021457586	0.008001745	0.000866494	0.004339922	0	0.000374096	0	0.000315586	0.0006762	0.00708424	0.000757351	0.000636196	0.081042635	0.009797461	0.013377682	0.031965373	0.004865902	0.013046061	0.000643891	0.038523294	0.043371138	0.000552268	0.016633423	0.000541633	0.008218403	0.046691481	0.012055868	0.000391444	0.000371238	0	0.000881708	0	0.0003621	0.000824442	0.000643891	0	0.0003621	0.000574518	0.000354727	0.093191491	0.000866494	0.010353832	0	0.006316377	0	0.000866494	0	0	0.000579032	0	0.000697697	0	0.0077202	0.043371138	0.000643891	0	0	0.000574518	0	0	0.003354255	0	0.046691481	0.000866494	0.00073089	0.000632161	0.00553402	0.006224041	0.029646741	0.008001745	0.010353832	0.000978327	0.00073089	0.013386646	0.000396978	0.045625637	0.004022837	0.00081233	0.000895173	0	0	0	0.0003611	0.0003621	0	0.016753694	0.093191491	0.0077202	0.000866494	0.021927218	0.006316377	0.000866494	0.012431191	0	0.000374096	0	0.001412261	0	0	0	0.021025055	0	0	0.070703908	0.005325055	0.000664764	0.000999472	0.000720478	0.000542769	0	0.000643891	0	0.000632161	0.016335481	0.008547077	0	0.000798113	0	0.008218403	0.005563612	0	0.021457586	0.000268965	0.000268965	0	0.0003621	0.000636196	0.012055868	0.016335481	0.000802038	0.006610181	0.000720478	0.065673696	0.003172978	0	0.009797461	0.040551509	0.040551509	0.00073089	0.000574518	0.000294173	0.014046914	0.012498781	0	0.022854869	0	0	0.021025055	0.00065654	0.000333048	0.006224041	0.000438112	0.014046914	0	0.00211756	0.000677247	0	0.00708424	0.0077202	0.000542769	0.000738388	0.005570374	0.000268965	0	0	0.005894574	0.008001745	0.00073089	0.00021454	0.000345542	0.000786869	0	0.00034554	0.005325055	0.000890334	0.000636196	0.001026087	0	0.00553402	0	0.000479076	0	0.022854869	0.000374096	0.010896656	0.0003621	0.000752046	0.021399537	0.00570798	0.006062354	0.000542669	0	0	0.000757351	0.009941838	0	0.000574518	0.021399537	0	0.012599379	0.014046914	0.017955687	0.0077202	0.042477602	0.015516561	0.000541633	0	0.297489022	0.000396978	0	0.000479076	0.015173528	0.000974581	0.000268965	0	0	0.008775006	0	0.000574518	0	0.000636196	0.000318896	0	0.006892725	0	0.001171084	0.040551509	0.000636196	0.0003621	0	0	0.005332414	0	0.012153125	0.000508186	0.040551509	0	0.000461364	0.000542769	0.000542769	0.000999472	0	0	0.021399537	0.000845774	0.000866494	0.000374096	0	0	0.000752046	0.00042605	0	0	0.006851478	0.00054105	0.010353832	0.00073089	0.000881708	0.004519997	0	0.00057142	0	0.012431191	0.021399537	0	0.000866494	0	0.00081233	0.000640034	0.000697697	0.000980543	0.00042605	0	0	0.010896656	0.0077202	0.021399537	0.010301744	0.000574518	0.008218403	0	0.006851478	0.000993191	0.000294173	0.000268965	0.000895173	0.016335481	0.00042605	0.000757351	0.007424181	0.005492102	0	0.006316377	0.012055868	0.00081233	0.000721485	0.013699043	0.000542669	0.0006762	0.005332414	0.000978327	0.006316377	0.040551509	0	0.000340231	0.000866494	0	0.000700984	0.000446282	0.001171084	0.00073089	0	0.008001745	0.004885115	0.000781553	0.010896656	0.007581708	0.000636196	0.0077202	0.028305582	0.00708424	0.006316377	0	0.000824442	0.010896656	0.028305582	0.000333048	0.022854869	0	0	0.000277864	0.000866494	0.027629282	0	0.000268965	0.00081233	0	0.012599379	0	0.004877388	0.006034958	0.070703908	0	0.00081233	0.015493667	0.000636196	0	0.00553402	0	0.0077202	0.0003611	0.005506928	0.003645667	0.000354727	0.017955687	0.000895173	0.002475191	0.008001745	0.040551509	0.021927218	0.000697697	0.000415078	0	0.006610181	0.012917263	0.012055868	0	0.000786869	0.021399537	0.000818859	0	0.005151035	0.006648392	0.000895173	0	0.000693137	0.003366553	0.000632161	0.012599379	0.004865902	0.000374096	0	0.014557846	0.0003569	0.000881708	0.015516561	0.00081233	0.015248388	0.028305582	0	0.003917845	0.010353832	0.021025055	0	0.000827114	0.020173503	0.000268849	0.000827575	0.0003611	0.006851478	0.0003611	0.000499724	0	0.000640034	0.006316377	0.006316377	0.121318372	0.014653127	0.00054105	0.00081233	0.004856035	0.000640034	0.000550529	0.011994946	0.000318896	0.000396978	0.021025055	0.015173528	0.015173528	0.00073089	0.017955687	0.027629282	0.000640034	0.016753694	0.000555106	0.000685813	0.000640034	0.005141779	0.015516561	0.000640034	0	0.000318896	0.000640034	0.005563612	0.000318896	0.000446282	0.012431191	0.000430769	0.008959695	0.000268965	0	0.015173528	0.000640034	0	0.000640034	0.015173528	0	0.005141779	0.000802038	0.000268965	0.000465693	0.000693137	0.00828003	0	0.000318896	0.006062354	0.000430769	0.000640034	0.000640034	0.000640034	0.000430769	0.000430769	0.000640034	0.006062354	0.000636196	0.000270707	0.000396978	0	0.000600608	0.000640034	0	0.0003621	0.015516561	0	0.016406544	0	0.008547077	0	0.007486683	0.000396978	0.005332001	0.000640034	0.005563612	0.000640034	0	0.000446282	0.024159785	0.017955687	0.000640034	0.000640034	0.000640034	0	0.004885115	0.000268965	0.000845774	0.000479076	0	0.003917845	0	0.000640034
acebutolol	0.000577771	0.017955687	1	0	0	0.003229732	0.005553585	0.002320399	0.031716376	0.003629929	0	0.005084621	0.0032456	0.00295769	0.026308343	0.009341083	0.000848133	0.010325531	0.039717356	0.001679693	0.003506437	0.006148044	0	0.017751633	0.007519628	0	0.00427031	0.001241666	0.009953876	0.017751633	0.008163513	0	0.011183449	0.017121859	0	0.005801024	0.028024014	0.002830544	0.049246969	0.015243841	0.000235752	0.001696745	0.002761752	1	0.028932792	0.00893201	0.00893201	0.011752343	0.00318422	1	0.009962307	0.009341083	0.110934584	0	0.003506437	0.008481844	0.001946292	0.003943831	0.046980833	0.032849386	0.003506437	0.003480304	0.016236568	0.00863718	0.008269153	0.037438592	0.015612205	0.007468221	0.003064766	0.21136477	0.000661135	0.019881203	0.006932978	0.017127979	0.000427767	0.084774752	0.014866229	0.000346146	0.023656621	0.002234861	0.022213042	0.014511979	0	0.037244355	0.015243841	0.007245854	0.022814946	0.0134597	0.003568003	0	0.017751633	0.003336266	0.014866229	0.004396714	0.017751633	0.110934584	0.000284466	0.013654637	0.003506437	0.006584409	0.008481844	0.006658738	0	0.003506437	0	0.012081462	0.000464342	0	0.002823368	0	0	0.023656621	0.014866229	0.005801024	0.018378028	0.110934584	0.002999464	0.049246969	0.005553585	0.049246969	0.037244355	0.003506437	0.00295769	0.066743471	0	0	0.018596954	0.032849386	0.006584409	0.000784547	0.00295769	0.024870982	0.032998164	0.01774493	0.008163222	0.115543342	0.028932792	0.016236568	0.0134597	0.010662176	0.014895098	0.017751633	0	0.029479113	0.013654637	0	0.003506437	0.005289265	0.006658738	0.003506437	0.016330063	0.018378028	0.00863718	0.009031898	0.028024014	0	0	0	0.013000621	0.002999464	0.049246969	0.012382957	0.00427031	0.012305174	0.004044556	0.000577771	0.002196421	0.01313012	0.014866229	0	0.066743471	0.000235752	0.006854139	0.013323889	0.020193667	0.008481844	0	0.007519628	0.008481844	0.046980833	0.011752343	0.011752343	0	0.017751633	0.21136477	0.015243841	0.000235752	0.0032456	0.009849674	0.000577771	0.002159957	0.052620778	0.008269153	0.019881203	0.002456739	0.002456739	0.00295769	0.110934584	0.077301695	0.020930972	0.051062504	0.004396714	0.01144399	0.004992396	0.0134597	0.013000621	0.015158292	0.040218376	0	0.020056487	0.020930972	0	0.00134664	0.002740613	0	0.007468221	0	0.002196421	0.009103645	0.00354242	0.011752343	0.049246969	0.049246969	0.003748591	0.032849386	0.00295769	0.003057071	0.062262831	0.00318422	0.029434893	0.033516669	0.00427031	0.032405682	0.21136477	0.052702221	0.008481844	0	0.004230528	0.000384184	0.005815407	0.01144399	0.00863718	0.020373801	0.017751633	0.003043299	0.006148044	0.003629929	0.006390948	0.012529209	0.049246969	0	0.003064766	0	0.008269153	0.110934584	0.006148044	0.008481844	0.042276897	0.020930972	1	0	0.000381677	0.011919941	0.014511979	0.012081462	0.011012934	0.032998164	0	0.000384184	0.008163513	0.003943831	0.011752343	0.0134597	0.004230528	0.02854043	0.0134597	0.110934584	0.049246969	0.21136477	0.022697143	0	0.010340147	0.049246969	0.004739018	0.002456739	0.21136477	0.017751633	0.00222076	0	0.050967394	0.049246969	0	0.023590906	0.002456739	0	0.000369981	0.002196421	0.002196421	0.004044556	0	0.0134597	0.006148044	0.019527333	0.003506437	0.00863718	0.010192697	0	0.003043299	0.001724094	0	0.049246969	0	0.002189462	0.006584409	0.00295769	0.003568003	0	0.016236568	0.002312361	0.008269153	0.016330063	0.006148044	0.002450783	0.003506437	0	0.115543342	0.002590022	0.002823368	0.000786325	0.001724094	0.004230528	0.049246969	0.020373801	0	0.006148044	0.010860122	0.110934584	0	0.008481844	0	0.019708245	0.077301695	0.011752343	0.028932792	0.000235752	0.001724094	0.003064766	0.010189912	0.013969934	0	0.006658738	0.015243841	0.115543342	0.015696174	0.022734171	0.012529209	0.015612205	0.050967394	0.000784547	0.006658738	0.002456739	0	0.000272841	0.003506437	0	0.000562138	0.019939709	0.004739018	0.00295769	0.049246969	0.032849386	0	0.003162707	0.020373801	0.010124964	0.21136477	0	0.021000522	0.007468221	0.006658738	0	0.003336266	0.020373801	0.021000522	0.040218376	0.01144399	0	0	0.030889313	0.003506437	0.003046818	0	0.011752343	0.115543342	0.013656886	0.042276897	0	0.011034347	0.007467414	0.012382957	0.049246969	0.115543342	0	0.21136477	0	0	0.006604355	0	0.014895098	0.009351547	0.016102443	0.000284466	1	0.028932792	0.01051432	0.032849386	0.002456739	0.005289265	0.002823368	0.001679693	0	0.009849674	0	0.015243841	0.004230528	0.00318422	0.006148044	0.003313673	0.008481844	0.01228484	0.011007635	0.028932792	0.008269153	0.096429056	0.000295958	0.066743471	0.042276897	0.000427767	0.00863718	0.018282525	0.011183449	0.038170728	0.003568003	0.011919941	0.115543342	0.003013154	0.021000522	0.005765587	0.016441792	0.006584409	0.013000621	0	0.003347076	0.005704947	0.007996601	0.018648194	0.014895098	0	0.014895098	0.03961091	0.01131018	0.002590022	0.006658738	0.006658738	0.026339314	0.108990821	0.002189462	0.115543342	0.026162457	0.002590022	0.027342887	0.002845179	0.022697143	0.032998164	0.013000621	0.008163513	0.008163513	0.00295769	1	0.003046818	0.002590022	0.029479113	0.002246344	0.002775273	0.002590022	0.012262766	0.011919941	0.002590022	0	0.022697143	0.002590022	0.007519628	0.022697143	0.019939709	0.016330063	0.009945648	0.006609396	0.011752343	0.018378028	0.008163513	0.002590022	0.008481844	0.002590022	0.008163513	0.049246969	0.012262766	0.0032456	0.011752343	0.023438883	0.096429056	0.037788339	0	0.022697143	0.006390948	0.009945648	0.002590022	0.002590022	0.002590022	0.009945648	0.009945648	0.002590022	0.006390948	0.21136477	0.026151832	0.032998164	0.009031898	0.002430477	0.002590022	0.007787473	0.017751633	0.011919941	0	0.020711622	0.0134597	0.006854139	0	0.010824756	0.032998164	0.011939654	0.002590022	0.007519628	0.002590022	0.009031898	0.019939709	0.01278097	1	0.002590022	0.002590022	0.002590022	0	0	0.011752343	0.019527333	0.000384184	0.00714159	0.016441792	0.008481844	0.002590022
acenocoumarol	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0.0047216	0.027050099	0	0.018423625	0	0.005833145	0	0	0	0	0	0.00827428	0.029089231	0	0.077784102	0	0.004968915	0.037695668	0.004767296	0	0	0	0.019846698	0	0.01362376	0.003394248	0.011724818	0.00734863	0	0	0	0	0	0	0	0	0	0.027050099	0	0	0	0	0.006758977	0	0.007026772	0	0	0	0	0.005257223	0	0.004434979	0.01746611	0.007740273	0	0	0	0.015093692	0	0	0	0	0	0	0	0	0.011139483	0.007611649	0	0.013990488	0.003394248	0.00550101	0	0	0.012390764	0	0	0	0	0	0	0	0.004985033	0	0	0	0	0	0.047555452	0	0	0	0.008137219	0	0	0	0.03495453	0	0	0	0.021543425	0	0	0.01362376	0	0.01362376	0.013990488	0	0	0.008883846	0	0	0.01565023	0	0	0.013748556	0	0	0.009891118	0.027089594	0	0	0	0	0	0	0	0	0.03661824	0.027160663	0	0.03495453	0	0.007206478	0	0	0	0.021543425	0.005257223	0.036982549	0.019846698	0.01039795	0	0	0.017521853	0	0.01362376	0.005541919	0.029089231	0	0	0	0	0	0	0.055452936	0.008883846	0.011724818	0.046690198	0	0	0	0	0	0	0.007026772	0	0	0.037695668	0	0	0.003394248	0.011724818	0	0	0	0.007500981	0.006146608	0	0.015093692	0	0	0	0	0	0	0.019379196	0	0	0	0	0.017521853	0	0	0	0.017072843	0	0.047555452	0	0	0	0.007740273	0.03495453	0	0	0	0	0.01362376	0.01362376	0	0	0	0	0.004855946	0	0	0	0.029089231	0	0	0	0	0	0.007178144	0	0	0	0.005257223	0	0	0	0	0	0	0	0.01362376	0.07000936	0	0	0	0	0	0	0	0	0	0.03495453	0.042264964	0.005081249	0.007611649	0	0.008360954	0.009891118	0	0	0.004968915	0	0	0	0.007178144	0	0	0	0.01362376	0	0.008237022	0.011096939	0.037652954	0.01362376	0	0	0	0	0	0.047555452	0	0.01362376	0.047182179	0	0	0.023140859	0	0	0	0	0.029104206	0	0	0	0	0.005257223	0	0.055587229	0	0	0	0.01362376	0	0.013480803	0	0	0.012390764	0	0	0	0	0	0	0	0	0	0	0	0	0.013779706	0	0.007178144	0.01362376	0	0.03495453	0	0	0	0	0	0	0.039611341	0	0	0	0.011724818	0	0	0	0	0	0	0.003394248	0	0	0	0	0.01746611	0	0.013748556	0	0	0	0.036625423	0	0.047555452	0.062248361	0	0	0	0.01362376	0	0	0	0	0.005077506	0	0.03495453	0.005697371	0.007740273	0	0	0	0	0.005697371	0	0	0.044837711	0.023140859	0	0	0	0	0	0	0	0	0.047555452	0	0	0.005541919	0.01362376	0	0.046105559	0	0.029104206	0	0	0.03495453	0	0.006016895	0.003983273	0.004985033	0	0	0.024095582	0	0	0.007206478	0	0.005833145	0	0	0	0.003394248	0.007178144	0	0	0	0	0	0	0	0	0	0	0.008883846	0	0	0.005257223	0	0.004767296	0	0.012390764	0.005081249	0	0	0.005697371	0	0	0	0.017521853	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00981327	0.013480803	0	0	0	0	0	0.008237022	0.009891118	0.017521853	0.004968915	0.004968915	0	0	0	0	0.027160663	0	0	0	0	0.005081249	0	0.037695668	0.008237022	0	0	0.008237022	0	0	0	0.021667233	0	0.021543425	0.004968915	0	0	0	0.004968915	0.01362376	0	0	0	0.006544443	0	0.00692195	0	0.008237022	0	0	0	0	0	0	0	0	0	0	0	0.009891118	0.036982549	0.053334851	0	0	0	0.005081249	0.009993309	0	0	0.046690198	0.010266951	0.022682987	0.009891118	0.016533581	0	0	0	0.036982549	0	0.018551927	0	0	0	0	0	0	0	0	0	0.011979223	0	0	0
